,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,average_delay,Road_segment_no,Road_segment_label
14211,Z8702,6.626,Truss with Steel Deck,LRP007a,.,36.58,A,112102,Rajapur-Naikati-Bekutia-Pirojpur Road,6.626,4.2,1995.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.58197631,90.07506431,interpolate,,Z8702-2,Naikati-Chirapara
14212,Z8702,7.055,Box Culvert,LRP008a,.,11.2,A,112106,Rajapur-Naikati-Bekutia-Pirojpur Road,7.055,9.85,1997.0,2.0,Barisal,Barisal,Pirojpur,Kawkhali,22.58052783,90.07098324,interpolate,,Z8702-2,Naikati-Chirapara
14213,Z8702,8.56,Truss with Steel Deck,LRP009a,.,25.1,A,112107,Rajapur-Naikati-Bekutia-Pirojpur Road,8.56,3.9,1997.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.57781609,90.05699695,interpolate,,Z8702-2,Naikati-Chirapara
14218,Z8702,12.776,Box Culvert,LRP012c,.,2.0,A,112129,Rajapur-Naikati-Bekutia-Pirojpur Road,12.776,10.95,1999.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.58439228,90.02347304,interpolate,,Z8702-4,Bekutia Ferryghat West-Pirojpur (Fishig Complex)
14219,Z8702,14.04,Box Culvert,LRP014a,.,4.1,A,112137,Rajapur-Naikati-Bekutia-Pirojpur Road,14.04,9.68,1995.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.58666667,90.01138889,bcs1,,Z8702-4,Bekutia Ferryghat West-Pirojpur (Fishig Complex)
14220,Z8703,0.42200000000000004,Box Culvert,LRP001a,.,6.8,A,112101,Jhalokati (Dhanshiri)-Kawkhali Road,0.42200000000000004,7.25,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62235701,90.15998274,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14221,Z8703,0.792,Box Culvert,LRP001b,.,5.25,A,112104,Jhalokati (Dhanshiri)-Kawkhali Road,0.792,7.3,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62227996,90.15640357,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14222,Z8703,0.8859999999999999,Box Culvert,LRP001c,.,3.78,A,112109,Jhalokati (Dhanshiri)-Kawkhali Road,0.8859999999999999,7.3,1996.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.6222518,90.15554461,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14223,Z8703,0.9079999999999999,Box Culvert,LRP001d,.,3.67,A,112110,Jhalokati (Dhanshiri)-Kawkhali Road,0.9079999999999999,7.25,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62221043,90.15542035,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14224,Z8703,1.3940000000000001,Slab Culvert,LRP002a,.,5.68,A,112114,Jhalokati (Dhanshiri)-Kawkhali Road,1.3940000000000001,7.33,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62196141,90.15122318,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14225,Z8703,1.544,Box Culvert,LRP002b,.,1.98,A,112117,Jhalokati (Dhanshiri)-Kawkhali Road,1.544,10.9,1992.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62246244,90.15011898,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14226,Z8703,1.9280000000000002,Slab Culvert,LRP002c,.,3.33,A,112122,Jhalokati (Dhanshiri)-Kawkhali Road,1.9280000000000002,7.2,1987.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62377135,90.14732506,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14227,Z8703,2.1,Box Culvert,LRP003a,.,5.2,A,112124,Jhalokati (Dhanshiri)-Kawkhali Road,2.1,7.73,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62515771,90.14704876,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14228,Z8703,2.427,Slab Culvert,LRP003b,.,5.76,A,112128,Jhalokati (Dhanshiri)-Kawkhali Road,2.427,6.04,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62541253,90.14414722,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14229,Z8703,2.9360000000000004,Slab Culvert,LRP003c,.,6.7,A,112132,Jhalokati (Dhanshiri)-Kawkhali Road,2.9360000000000004,6.05,1987.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62662129,90.13959004,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14230,Z8703,3.738,Box Culvert,LRP004a,.,6.95,A,112140,Jhalokati (Dhanshiri)-Kawkhali Road,3.738,6.0,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62589607,90.13187919,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14231,Z8703,4.631,Box Culvert,LRP005a,.,5.23,A,112143,Jhalokati (Dhanshiri)-Kawkhali Road,4.631,7.3,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62458345,90.12338945,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14232,Z8703,4.968,Slab Culvert,LRP005b,.,6.7,A,112150,Jhalokati (Dhanshiri)-Kawkhali Road,4.968,6.04,1987.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62413428,90.12037608,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14233,Z8703,5.442,Truss with Steel Deck,LRP006a,.,24.35,A,112151,Jhalokati (Dhanshiri)-Kawkhali Road,5.442,4.12,1990.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62337806,90.11577378,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14234,Z8703,5.442,Baily with Steel Deck,LRP006a,,24.35,A,119352,Jhalokati (Dhanshiri)-Kawkhali Road,5.442,,,,Barisal,Barisal,Jhalokati,Jhalokati,22.62337806,90.11577378,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14235,Z8703,5.852,Box Culvert,LRP006c,.,5.05,A,112155,Jhalokati (Dhanshiri)-Kawkhali Road,5.852,7.35,1996.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62289905,90.11188409999998,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14236,Z8703,6.716,Steel Beam & RCC Slab,LRP007a,.,30.62,A,112159,Jhalokati (Dhanshiri)-Kawkhali Road,6.716,3.95,1984.0,5.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62404365,90.1038589,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14237,Z8703,6.984,Box Culvert,LRP007c,.,2.0,A,112163,Jhalokati (Dhanshiri)-Kawkhali Road,6.984,15.4,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62390284,90.10201914,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14238,Z8703,7.068,Box Culvert,LRP007d,.,2.0,A,112165,Jhalokati (Dhanshiri)-Kawkhali Road,7.068,12.8,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.62364934,90.10142778,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14239,Z8703,7.169,Box Culvert,LRP008a,.,6.65,A,112168,Jhalokati (Dhanshiri)-Kawkhali Road,7.169,7.65,1996.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.62308821,90.10066624,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14240,Z8703,7.369,Slab Culvert,LRP008b,.,3.95,A,112170,Jhalokati (Dhanshiri)-Kawkhali Road,7.369,4.23,1988.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.62265588,90.09880651,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14241,Z8703,8.277999999999999,Box Culvert,LRP009a,.,2.25,A,112177,Jhalokati (Dhanshiri)-Kawkhali Road,8.277999999999999,4.27,1994.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.62135132,90.09036379,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14242,Z8703,8.59,Box Culvert,LRP009b,.,4.25,A,112192,Jhalokati (Dhanshiri)-Kawkhali Road,8.59,4.27,1995.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.62107154,90.08746076,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14243,Z8703,9.111,RCC Girder Bridge,LRP009d,.,7.95,A,112201,Jhalokati (Dhanshiri)-Kawkhali Road,9.111,4.3,1990.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.62118318,90.08276771,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14244,Z8703,9.785,Box Culvert,LRP010a,.,4.2,A,112203,Jhalokati (Dhanshiri)-Kawkhali Road,9.785,4.3,1992.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.62261314,90.07680753,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14245,Z8703,10.526,Slab Culvert,LRP011a,.,7.3,A,112204,Jhalokati (Dhanshiri)-Kawkhali Road,10.526,4.27,1988.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.62020074,90.07274617,interpolate,,Z8703-1,Dhanshiri-Kawkhali
14246,Z8703,10.86,Box Culvert,LRP011b,.,3.57,A,112205,Jhalokati (Dhanshiri)-Kawkhali Road,10.86,4.25,1995.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.61861111,90.07,bcs1,,Z8703-1,Dhanshiri-Kawkhali
14260,Z8704,10.905,RCC Girder Bridge,LRP010a,Brick Field Bridge,14.9,A,119272,Jhalokati-Nabagram-Gava-Ekshirapara Road,10.905,,,,Barisal,Barisal,Jhalokati,Jhalokati,22.73409784,90.20744214,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14261,Z8704,11.856,Box Culvert,LRP011a,.,6.0,A,113708,Jhalokati-Nabagram-Gava-Ekshirapara Road,11.856,8.4,2000.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.74202284,90.20498336,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14262,Z8704,11.904000000000002,Box Culvert,LRP011b,.,5.4,A,113713,Jhalokati-Nabagram-Gava-Ekshirapara Road,11.904000000000002,7.6,2001.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.74244876,90.20496114,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14263,Z8704,12.665,Box Culvert,LRP011c,.,6.9,A,113714,Jhalokati-Nabagram-Gava-Ekshirapara Road,12.665,7.85,2001.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.74877888,90.20435091,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14264,Z8704,12.815999999999999,Slab Culvert,LRP012a,.,2.55,A,113715,Jhalokati-Nabagram-Gava-Ekshirapara Road,12.815999999999999,10.9,1990.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.74991088,90.20365004,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14265,Z8704,13.958,Box Culvert,LRP013a,.,3.7,A,113717,Jhalokati-Nabagram-Gava-Ekshirapara Road,13.958,7.25,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.75623314,90.19619706,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14266,Z8704,14.579,Box Culvert,LRP013c,.,6.95,A,113720,Jhalokati-Nabagram-Gava-Ekshirapara Road,14.579,7.2,1990.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.75782294,90.19027373,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14267,Z8704,15.362,Box Culvert,LRP014a,.,3.7,A,113723,Jhalokati-Nabagram-Gava-Ekshirapara Road,15.362,7.3,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.76288256,90.18862318,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14268,Z8704,16.115,Truss with Steel Deck,LRP015a,,37.2,A,119279,Jhalokati-Nabagram-Gava-Ekshirapara Road,16.115,,,,Barisal,Barisal,Jhalokati,Jhalokati,22.76497343,90.1858233,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14269,Z8704,16.115,Truss with Steel Deck,LRP015a,.,37.2,A,113725,Jhalokati-Nabagram-Gava-Ekshirapara Road,16.115,4.1,2000.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.76497343,90.1858233,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14270,Z8704,16.567,Box Culvert,LRP015c,.,3.6,A,113728,Jhalokati-Nabagram-Gava-Ekshirapara Road,16.567,7.25,2001.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.76594416,90.18163501,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14271,Z8704,16.805999999999997,Box Culvert,LRP015d,.,6.8,A,113730,Jhalokati-Nabagram-Gava-Ekshirapara Road,16.805999999999997,7.25,1996.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.76600997,90.1798304,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14272,Z8704,16.93,Box Culvert,LRP015e,.,3.65,A,113732,Jhalokati-Nabagram-Gava-Ekshirapara Road,16.93,7.2,2000.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.76679372,90.17969733,interpolate,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14273,Z8704,18.088,Box Culvert,LRP017a,.,3.6,A,113733,Jhalokati-Nabagram-Gava-Ekshirapara Road,18.088,7.3,2001.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.77280556,90.18061111,bcs1,,Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur
14280,Z8705,3.219,Baily with Steel Deck,LRP003a,.,15.32,A,112213,Bhandaria-Paikhkhali-Kathalia Road,3.219,4.1,1988.0,1.0,Barisal,Barisal,Pirojpur,Kawkhali,22.46708054,90.08622511,interpolate,,Z8705-2,Paikkhali(int.with Z8706)-Binapani(int.with Z8052)
14281,Z8705,6.939,Box Culvert,LRP006b,.,6.8,A,112215,Bhandaria-Paikhkhali-Kathalia Road,6.939,7.32,1997.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.44473905,90.11127384,interpolate,,Z8705-2,Paikkhali(int.with Z8706)-Binapani(int.with Z8052)
14282,Z8705,7.1,Slab Culvert,LRP007a,.,3.2,A,112219,Bhandaria-Paikhkhali-Kathalia Road,7.1,8.95,1997.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.44339336,90.11237983,interpolate,,Z8705-2,Paikkhali(int.with Z8706)-Binapani(int.with Z8052)
14283,Z8705,7.46,Truss with Steel Deck,LRP007b,.,42.67,A,112221,Bhandaria-Paikhkhali-Kathalia Road,7.46,3.95,1978.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.44048706,90.11371971,interpolate,,Z8705-2,Paikkhali(int.with Z8706)-Binapani(int.with Z8052)
14286,Z8708,1.064,Box Culvert,LRP001a,.,10.4,A,112217,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,1.064,9.73,1996.0,2.0,Barisal,Barisal,Jhalokati,Jhalokati,22.55765057,90.14523653,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14287,Z8708,2.628,Slab Culvert,LRP002a,.,2.6,A,112223,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,2.628,8.3,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.54478943,90.14368094,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14288,Z8708,3.5069999999999997,Box Culvert,LRP003c,.,6.86,A,112227,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,3.5069999999999997,7.35,1982.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.53716236,90.14464654,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14289,Z8708,4.144,Slab Culvert,LRP004a,.,7.03,A,112228,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,4.144,6.14,1987.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.53270522,90.1479304,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14290,Z8708,4.675,Truss with Steel Deck,LRP004b,,30.56,A,119297,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,4.675,,,,Barisal,Barisal,Jhalokati,Jhalokati,22.5281119,90.14859481,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14291,Z8708,4.675,Truss with Steel Deck,LRP004b,.,30.56,A,112229,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,4.675,4.23,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.5281119,90.14859481,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14292,Z8708,5.516,Baily with Steel Deck,LRP005b,,21.2,A,119300,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,5.516,,,,Barisal,Barisal,Jhalokati,Jhalokati,22.52074483,90.14747459,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14293,Z8708,5.516,Baily with Steel Deck,LRP005b,.,21.2,A,112234,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,5.516,4.1,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.52074483,90.14747459,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14294,Z8708,5.699,Box Culvert,LRP005d,.,2.0,A,112391,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,5.699,10.9,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.51912599,90.14766095,interpolate,,Z8708-1,Rajapur-Mirerhat (int.with Z8062)
14295,Z8708,6.322,Baily with Steel Deck,LRP006a,.,37.15,A,112392,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,6.322,4.23,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.5151861,90.14514529,interpolate,,Z8708-2,Mirerhat(int.with Z8062)-Centerhat
14296,Z8708,6.978,Slab Culvert,LRP006c,.,7.2,A,112394,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,6.978,6.18,1987.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.51339323,90.13956123,interpolate,,Z8708-2,Mirerhat(int.with Z8062)-Centerhat
14297,Z8708,7.817,Baily with Steel Deck,LRP007a,.,24.47,A,112397,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,7.817,4.1,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.5061985,90.13913659999999,interpolate,,Z8708-2,Mirerhat(int.with Z8062)-Centerhat
14298,Z8708,8.182,Truss with Steel Deck,LRP008a,.,31.15,A,112399,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,8.182,4.23,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.50326406,90.13973228,interpolate,,Z8708-2,Mirerhat(int.with Z8062)-Centerhat
14299,Z8708,8.503,Box Culvert,LRP008c,.,6.9,A,112401,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,8.503,7.37,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.50198569,90.14243243,interpolate,,Z8708-2,Mirerhat(int.with Z8062)-Centerhat
14300,Z8708,9.206,Box Culvert,LRP009a,.,6.85,A,112405,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,9.206,7.23,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.5011958,90.14891945,interpolate,,Z8708-2,Mirerhat(int.with Z8062)-Centerhat
14313,Z8708,19.252,Box Culvert,LRP019a,.,1.98,A,112441,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,19.252,10.9,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.42314134,90.14374042,interpolate,,Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705)
14314,Z8708,19.608,Box Culvert,LRP019b,.,1.97,A,112443,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,19.608,10.9,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.42072406,90.14226377,interpolate,,Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705)
14315,Z8708,19.695,Baily with Steel Deck,LRP019c,,27.38,A,119330,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,19.695,,,,Barisal,Barisal,Jhalokati,Jhalokati,22.42014257,90.14170881,interpolate,,Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705)
14316,Z8708,19.695,Baily with Steel Deck,LRP019c,.,27.38,A,112445,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,19.695,4.03,1988.0,2.0,Barisal,Barisal,Jhalokati,Jhalokati,22.42014257,90.14170881,interpolate,,Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705)
14317,Z8708,20.774,Baily with Steel Deck,LRP020a,.,30.45,A,112446,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,20.774,5.0,1988.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.41320398,90.13548996,interpolate,,Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705)
14318,Z8708,22.12,Box Culvert,LRP022a,.,1.95,A,112449,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,22.12,9.6,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.40461917,90.13005574,interpolate,,Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705)
14319,Z8708,22.730999999999998,RCC Girder Bridge,LRP022b,.,7.25,A,112451,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,22.730999999999998,4.13,1990.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.40268013,90.12482679,interpolate,,Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705)
14320,Z8708,23.212,Truss with Steel Deck,LRP023b,.,73.5,A,112453,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,23.212,3.95,1988.0,2.0,Barisal,Barisal,Jhalokati,Jhalokati,22.40115973,90.12144723,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14321,Z8708,24.083000000000002,Box Culvert,LRP024a,.,3.65,A,112455,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,24.083000000000002,7.3,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.3954284,90.11670631,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14322,Z8708,24.63,Box Culvert,LRP024b,.,7.1,A,112456,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,24.63,9.1,1992.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.39237431,90.11246412,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14323,Z8708,24.967,Box Culvert,LRP024c,.,3.66,A,112457,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,24.967,7.35,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.3911406,90.10986512,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14324,Z8708,25.814,RCC Bridge,LRP025a,.,8.65,A,112458,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,25.814,8.15,1991.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.38646281,90.10312906,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14325,Z8708,25.861,Box Culvert,LRP025b,.,1.95,A,112459,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,25.861,7.24,1994.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.38620507,90.10276547,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14326,Z8708,26.62,Box Culvert,LRP026a,.,7.75,A,112460,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,26.62,8.28,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.38342174,90.09597729999999,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14327,Z8708,27.16,Truss with Steel Deck,LRP027a,,86.25,A,119341,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,27.16,4.1,1995.0,3.0,Barisal,Barisal,Jhalokati,Jhalokati,22.38191427,90.09109607,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14328,Z8708,27.16,Truss with Steel Deck,LRP027a,.,86.25,A,112461,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,27.16,4.1,1995.0,3.0,Barisal,Barisal,Jhalokati,Jhalokati,22.38191427,90.09109607,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14329,Z8708,28.796,Box Culvert,LRP028b,.,5.15,A,112464,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,28.796,7.25,1996.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.37136518,90.08355289,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14330,Z8708,29.455,Box Culvert,LRP029a,.,2.3,A,112465,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,29.455,6.1,1995.0,1.0,Barisal,Barisal,Jhalokati,Jhalokati,22.36551619,90.08224972,interpolate,,Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat
14331,Z8708,31.243000000000002,Box Culvert,LRP030c,Sluice gate.,1.0,A,112467,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,31.243000000000002,14.6,1982.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.35030092,90.07873753,interpolate,,Z8708-6,Amua Ferryghat-Int.with Z8814
14332,Z8708,32.123000000000005,Box Culvert,LRP031a,Sluice gate.,1.1,A,112472,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,32.123000000000005,14.6,1982.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.34422128,90.08303570000001,interpolate,,Z8708-6,Amua Ferryghat-Int.with Z8814
14333,Z8708,64.956,Box Culvert,LRP063c,.,6.8,A,112489,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,64.956,7.24,1998.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.12007065,90.00238541,interpolate,,Z8708-8,Kacchira-Patharghata
14334,Z8708,66.288,Truss with Steel Deck,LRP065a,.,31.1,A,112496,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,66.288,4.2,1996.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.10890563,89.99841852,interpolate,,Z8708-8,Kacchira-Patharghata
14335,Z8708,66.768,Box Culvert,LRP065c,.,1.57,A,112498,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,66.768,6.7,1997.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.10495292,89.99678855,interpolate,,Z8708-8,Kacchira-Patharghata
14336,Z8708,67.331,Box Culvert,LRP066a,.,13.24,A,112500,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,67.331,7.2,1998.0,2.0,Barisal,Patuakhali,Barguna,Barguna,22.10038023,89.99459912,interpolate,,Z8708-8,Kacchira-Patharghata
14337,Z8708,68.623,Box Culvert,LRP067a,.,5.04,A,112504,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,68.623,7.18,1992.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.08980558,89.98949486,interpolate,,Z8708-8,Kacchira-Patharghata
14338,Z8708,69.678,Box Culvert,LRP068a,.,3.6,A,112506,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,69.678,7.2,1993.0,1.0,Barisal,Patuakhali,Barguna,Barguna,22.08101206,89.98613687,interpolate,,Z8708-8,Kacchira-Patharghata
