Scenario;Object Type;Object Name;Data Source;Category;Data Item;Statistic Type;Average;Minimum;Maximum;Half Width;Standard Deviation
Scenario 6;BridgeNode;LRP229a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP229b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP230;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP230a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP230b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP230c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP231;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP231a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP231b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP231c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP232;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP232a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP232b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP232c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP232d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP233;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP233a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP234;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP234a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP234b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP235;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP235a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRP235b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRPS;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRPSa;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;BridgeNode;LRPSb;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 6;Model;Model;TotalBrokenBridgesOutput;UserSpecified;OutputValue;FinalValue;7,1;5;9;0,9802;1,3703203194063
Scenario 6;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Average (Hours);8,33499426609228;6,51339883254718;9,92633396153175;0,739078008787815;1,033231598723
Scenario 6;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Maximum (Hours);9,33525697077236;6,82618635899657;11,6380359470241;1,10425551068485;1,5437500143928
Scenario 6;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Minimum (Hours);7,42765305040506;6,25100009285933;8,48266598682164;0,496075268715654;0,693513589753112
Scenario 6;Sink;Rome;[DestroyedEntities];FlowTime;TimeInSystem;Observations;277,2;249;303;10,7734964872134;15,0613559962058
Scenario 6;Sink;Rome;InputBuffer;Throughput;NumberEntered;Total;277,2;249;303;10,7734964872134;15,0613559962058
Scenario 6;Sink;Rome;InputBuffer;Throughput;NumberExited;Total;277,2;249;303;10,7734964872134;15,0613559962058
Scenario 6;Source;Source1;OutputBuffer;Throughput;NumberEntered;Total;282,4;250;304;12,6672;17,7087548969429
Scenario 6;Source;Source1;OutputBuffer;Throughput;NumberExited;Total;282,4;250;304;12,6672;17,7087548969429
Scenario 6;Source;Source1;Processing;Throughput;NumberEntered;Total;282,4;250;304;12,6672;17,7087548969429
Scenario 6;Source;Source1;Processing;Throughput;NumberExited;Total;282,4;250;304;12,6672;17,7087548969429
Scenario 6;Trucks;Trucks1;[Population];Content;NumberInSystem;Average;97,3538885900104;77,2131591621612;120,199831414481;9,12606569688091;12,7582465422084
Scenario 6;Trucks;Trucks1;[Population];Content;NumberInSystem;Maximum;114,7;104;136;8,35580337011349;11,6814192440626
Scenario 6;Trucks;Trucks1;[Population];Content;NumberInSystem;Minimum;79,1;55;106;9,45631437929175;13,2199344426009
Scenario 6;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Average (Hours);8,33499426609228;6,51339883254718;9,92633396153175;0,739078008787815;1,033231598723
Scenario 6;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Maximum (Hours);9,33525697077236;6,82618635899657;11,6380359470241;1,10425551068485;1,5437500143928
Scenario 6;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Minimum (Hours);7,42765305040506;6,25100009285933;8,48266598682164;0,496075268715654;0,693513589753112
Scenario 6;Trucks;Trucks1;[Population];FlowTime;TimeInSystem;Observations;277,2;249;303;10,7734964872134;15,0613559962058
Scenario 6;Trucks;Trucks1;[Population];Throughput;NumberCreated;Total;282,4;250;304;12,6672;17,7087548969429
Scenario 6;Trucks;Trucks1;[Population];Throughput;NumberDestroyed;Total;277,2;249;303;10,7734964872134;15,0613559962058
Scenario 7;BridgeNode;LRP001;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP001a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP002;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP002a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP003;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP004;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP004a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP004b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;43,2844989767492;0;432,844989767492;97,9095366854067;136,877604145755
Scenario 7;BridgeNode;LRP005;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP006;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP007;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP007a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP008;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP008a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP008b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP009;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP009a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP010;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP010a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP010b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP010c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP011;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP011a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP011b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP011c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP012;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP012a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP012b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP012c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP013;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP013a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP014;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP014a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;104,282524402079;0;1042,82524402079;235,887070197502;329,770297262657
Scenario 7;BridgeNode;LRP015;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP015a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP016;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP016a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP016b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP016c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP017;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP017a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP017b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;332,399242802253;0;1708,72510910146;501,505654988292;701,105273747827
Scenario 7;BridgeNode;LRP017c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP017d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP018;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP018a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP018b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP018c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP019;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP019a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;105,005842770147;0;1050,05842770147;237,523216346073;332,05763077919
Scenario 7;BridgeNode;LRP019b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP020;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP020a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP020b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP020c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP021;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP021a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP021c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP022;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP022a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP022b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP022c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP022d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP023;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP023a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;425,923794875487;0;4259,23794875487;963,439624008352;1346,88930146889
Scenario 7;BridgeNode;LRP023c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;165,584812647887;0;1655,84812647887;374,552846209519;523,625153899578
Scenario 7;BridgeNode;LRP024;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP024a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP025;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP026;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP026a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP026b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP027;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP027a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;43,5065304948677;0;435,065304948677;98,4117719793907;137,579729455354
Scenario 7;BridgeNode;LRP028;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP028a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP028b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP028c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP029;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP029a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;111,412328645028;0;1114,12328645028;252,014687395054;352,31671794151
Scenario 7;BridgeNode;LRP029b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP030;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP030a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP030b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP030c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP030d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP031;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP031a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP031b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP031c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP032;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP032a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP032d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP033;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP033a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP033b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;126,376765577421;0;443,161888425665;145,698681192272;203,686863240635
Scenario 7;BridgeNode;LRP033c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP034;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP034a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;321,026620216174;0;1641,1218527439;484,260221029374;676,996144416176
Scenario 7;BridgeNode;LRP034c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;171,878255397392;0;443,146400698111;158,879566821886;222,113751024791
Scenario 7;BridgeNode;LRP035;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP035a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP035b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP035c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP036;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP036a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP036c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP037;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP037a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;808,163964053073;0;4138,4729829774;1219,15602755514;1704,38102130736
Scenario 7;BridgeNode;LRP038;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP038a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP038b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP038c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP038d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP038e;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP039;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP039a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP040;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP040b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP040c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;41,442763408126;0;414,42763408126;93,743530829181;131,05352490116
Scenario 7;BridgeNode;LRP041;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP042;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP042a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP042b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP043;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP043a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;314,586322024988;0;1093,29916472494;362,561588505638;506,861366828709
Scenario 7;BridgeNode;LRP044;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP045;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP045a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP046;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP046a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;40,3154323015672;0;403,154323015672;91,1935078661451;127,488590927277
Scenario 7;BridgeNode;LRP046b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP046c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP047;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP047a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP048;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP048a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP048b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP049;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP049a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;101,114811751968;0;1011,14811751968;228,721704182952;319,75311031538
Scenario 7;BridgeNode;LRP050;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP050a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP050b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP051;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP051a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;100,341383102571;0;1003,41383102571;226,972208578016;317,307314175658
Scenario 7;BridgeNode;LRP052;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP052a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP053;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP053a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;171,852668082667;0;439,799282489189;158,72583167718;221,898829179661
Scenario 7;BridgeNode;LRP054;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP055;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP056;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP056a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP056b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP056c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP057;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP058;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP058a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP059;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP059a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;127,281121478823;0;443,151672911403;146,753096150908;205,160936126684
Scenario 7;BridgeNode;LRP060;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP060a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP061;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP061a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;39,5235597807875;0;395,235597807875;89,4022922241413;124,984470145114
Scenario 7;BridgeNode;LRP062;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP063;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP063a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP063b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP063c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP064;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP064a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;44,0184257676553;0;440,184257676553;99,5696790864364;139,198484440837
Scenario 7;BridgeNode;LRP064c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP065;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP066;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP066a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP067;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP067a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;83,6350402865287;0;424,948433378401;126,142318792287;176,347054252294
Scenario 7;BridgeNode;LRP068;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP068a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP069;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP070;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP070a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 7;BridgeNode;LRP070b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
