	Unnamed: 0	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
27511	103	Balipara 2 km Thanchi 21 km	LRP058	Km Post	21.8832771	92.3825271	Z1811	56.223	
27512	104	R.C.C Bridge	LRP058a	Bridge	21.882916	92.3892497	Z1811	57.045	
27513	105	Bridge end	LRP058b	Bridge	21.8828882	92.3892219	Z1811	57.069	
27514	106	Balipara 1 km Thanchi 20 km	LRP059	Km Post	21.8823327	92.3903052	Z1811	57.206	
27515	107	Thanchi 19 km	LRP060	Km Post	21.8770827	92.396083	Z1811	58.17100000000001	
27516	108	Bridge start	LRP060a	Bridge	21.872971600000003	92.3922774	Z1811	58.935	
27517	109	Bridge end	LRP060b	Bridge	21.8722771	92.3922219	Z1811	59.017	
27518	110	Thanchi 18 km	LRP061	Km Post	21.8718049	92.3914163	Z1811	59.133	
27519	111	Thanchi 17 km	LRP062	Km Post	21.8662222	92.3860274	Z1811	60.133	
27520	112	Km post missing	LRP063	Km Post	21.8584444	92.3833608	Z1811	61.133	
27521	113	Thanchi 15 km	LRP064	Km Post	21.8536667	92.3839441	Z1811	62.06	
27522	114	Box Culvert	LRP064a	Culvert	21.8519722	92.3891941	Z1811	62.809	
27523	115	Thanchi 14 km	LRP065	Km Post	21.8505278	92.390083	Z1811	63.018	
27524	116	Km post missing	LRP066	Km Post	21.8424719	92.3866386	Z1811	64.018	
27525	117	Thanchi 12 km	LRP067	Km Post	21.8427219	92.3923886	Z1811	64.958	
27526	118	Box Culvert	LRP067a	Culvert	21.8423608	92.3991108	Z1811	65.748	
27527	119	Thanchi 11 km	LRP068	Km Post	21.8411663	92.3991108	Z1811	65.90899999999999	
27528	120	Thanchi 10 km	LRP069	Km Post	21.8345274	92.3953608	Z1811	66.83800000000001	
27529	121	Thanchi 9 km	LRP070	Km Post	21.829721600000006	92.3964441	Z1811	67.793	
27530	122	Bridge start	LRP070a	Bridge	21.8300827	92.397833	Z1811	67.94	
27531	123	Bridge end	LRP070b	Bridge	21.8300549	92.3979163	Z1811	67.954	
27532	124	Thanchi 8 km	LRP071	Km Post	21.8250827	92.4024167	Z1811	68.748	
27533	125	Bridge start	LRP071a	Bridge	21.8234438	92.4033611	Z1811	68.965	
27534	126	Bridge end	LRP071b	Culvert	21.8233049	92.4033889	Z1811	68.98	
27535	127	Thanchi 7 km	LRP072	Km Post	21.8192216	92.4008889	Z1811	69.69	
27536	128	Box Culvert	LRP072a	Culvert	21.8177216	92.40475	Z1811	70.182	
27537	129	Thanchi 6 km	LRP073	Km Post	21.8159444	92.4083889	Z1811	70.657	
27538	130	Thanchi 5 km	LRP074	Km Post	21.8178604	92.4161944	Z1811	71.642	
27539	131	Thanchi 4 km	LRP075	Km Post	21.8196382	92.424166	Z1811	72.61399999999998	
27540	132	Bridge start	LRP075a	Bridge	21.8182493	92.4259993	Z1811	72.90100000000002	
27541	133	Bridge end	LRP075b	Bridge	21.8177771	92.4266104	Z1811	72.986	
27542	134	Km post missing	LRP076	Km Post	21.8138611	92.43005490000002	Z1811	73.61399999999998	
27543	135	Bridge start	LRP076a	Bridge	21.8135833	92.4308882	Z1811	73.711	
27544	136	Bridge end	LRP076b	Bridge	21.813527800000006	92.4314716	Z1811	73.768	
27545	137	Box Culvert	LRP076c	Culvert	21.815027800000006	92.4349719	Z1811	74.199	
27546	138	Bridge start	LRP076d	Bridge	21.8160556	92.4359719	Z1811	74.384	
27547	139	Km post missing	LRP077	Km Post	21.8164167	92.4380552	Z1811	74.61399999999998	
27548	140	Bridge end	LRP077a	Bridge	21.8164167	92.4380552	Z1811	74.62	
27549	141	End of Bituminous Road	LRP077b	Others	21.8165	92.4383886	Z1811	74.63	
27550	142	Km post missing	LRP078	Km Post	21.8088056	92.4358052	Z1811	75.646	
27551	143	Assessment not Possible	LRP079	Km Post	21.8036667	92.4342774	Z1811	76.616	
27580	172	Assessment restarts at Alikadam	LRP107a	Others	21.6823604	92.3615	Z1811	105.124	
27581	173	Km post missing	LRP108	Km Post	21.6783049	92.3617778	Z1811	105.646	
27582	174	Km post missing	LRP109	Km Post	21.672166	92.35725	Z1811	106.646	
27583	175	Km post missing	LRP110	Km Post	21.6651111	92.3524167	Z1811	107.646	
27584	176	Km post missing	LRP111	Km Post	21.6610833	92.3468052	Z1811	108.646	
27585	177	Km post missing	LRP112	Km Post	21.6608889	92.3406663	Z1811	109.646	
27586	178	Km post missing	LRP113	Km Post	21.6500556	92.3344997	Z1811	110.646	
27587	179	Box culvert	LRP113a	Culvert	21.6510833	92.33097159999998	Z1811	111.185	
27588	180	Km post missing	LRP114	Km Post	21.6508333	92.3263882	Z1811	111.646	
27589	181	Box Culvert	LRP114a	Culvert	21.6526389	92.3180827	Z1811	112.611	
27590	182	Km post missing	LRP115	Km Post	21.6526389	92.3175271	Z1811	112.646	
27591	183	Box Culvert	LRP115a	Culvert	21.652277800000004	92.3155	Z1811	112.843	
27592	184	Z1005, Faiskahali- Alikadam road	LRP115b	Side Road, Right	21.6520833	92.313	Z1811	113.185	
27593	185	Box Culvert	LRP115c	Culvert	21.6448052	92.3126111	Z1811	113.372	
27594	186	Start of the bridge	LRP115d	Bridge	21.6441108	92.3123611	Z1811	113.448	
27595	187	End of the bridge	LRP115e	Bridge	21.6426108	92.3123611	Z1811	113.621	
27596	188	Km post missing	LRP116	Km Post	21.6425274	92.3124722	Z1811	113.646	
27597	189	Box Culvert	LRP116a	Culvert	21.6401108	92.3117778	Z1811	113.916	
27598	190	Start of brick soling road	LRP116b	Others	21.6400552	92.3116944	Z1811	113.925	
27599	191	Box Culvert	LRP116c	Culvert	21.639083	92.3112222	Z1811	114.096	
27600	192	Box Culvert	LRP116d	Culvert	21.6381386	92.31136109999998	Z1811	114.222	
27601	193	Box Culvert	LRP116e	Culvert	21.6378608	92.3114167	Z1811	114.253	
27602	194	Box Culvert	LRP116f	Culvert	21.6371941	92.3116389	Z1811	114.335	
27603	195	Box Culvert	LRP116g	Culvert	21.636388600000004	92.3111111	Z1811	114.424	
27604	196	Km post missing	LRP117	Km Post	21.6358608	92.3105556	Z1811	114.646	
27605	197	Box Culvert	LRP117a	Culvert	21.6316382	92.3098611	Z1811	114.991	
27606	198	Box Culvert	LRP117b	Culvert	21.464027800000004	92.3093333	Z1811	115.122	
27607	199	Box Culvert	LRP117c	Culvert	21.6298604	92.3078333	Z1811	115.308	
27608	200	Box Culvert	LRP117d	Culvert	21.6284993	92.3071389	Z1811	115.49	
27609	201	Km post missing	LRP118	Km Post	21.6283604	92.30725	Z1811	115.646	
27610	202	Box Culvert	LRP118a	Culvert	21.6271382	92.3073611	Z1811	115.677	
27611	203	Box Culvert	LRP118b	Culvert	21.626499300000006	92.3070278	Z1811	115.77	
27612	204	Box Culvert	LRP118c	Culvert	21.6254438	92.3061944	Z1811	115.924	
27613	205	Box Culvert	LRP118d	Culvert	21.6246938	92.3059444	Z1811	116.013	
27614	206	Bridge start	LRP118e	Bridge	21.6218604	92.3086111	Z1811	116.451	
27615	207	Bridge end	LRP118f	Bridge	21.6217216	92.30875	Z1811	116.511	
27616	208	Not Accessable due to steep hill	LRP119	Km Post	21.6214993	92.3083333	Z1811	116.646	
27686	278	The road Restarts	LRP188a	Others	21.4311104	92.1792771	Z1811	186.031	
27687	279	Bridge start	LRP188b	Bridge	21.4310827	92.1793049	Z1811	186.042	
27688	280	Bridge end	LRP188c	Bridge	21.4308882	92.1796104	Z1811	186.067	
27689	281	Z1001, Ramu- Naikonchari road	LRP188d	Side Road, Right	21.4298327	92.17897159999998	Z1811	186.321	
27690	282	Box Culvert	LRP188e	Culvert	21.4266938	92.1749993	Z1811	186.605	
27691	283	Assessment not done	LRP189	Km Post	21.42486045	92.1788882	Z1811	186.646	True
27692	284	Infor.missing	LRP190	Km Post	21.4230271	92.1827771	Z1811	187.157	
27693	285	Box Culvert	LRP190a	Culvert	21.4329993	92.183333	Z1811	187.307	
27694	286	Baily Bridge start	LRP190b	Bridge	21.4186104	92.1842497	Z1811	187.777	
27695	287	Baily Bridge end	LRP190c	Bridge	22.4184438	92.1843052	Z1811	187.79	
27696	288	Km post missing	LRP191	Km Post	21.4148333	92.1853052	Z1811	188.157	
27697	289	Box Culvert	LRP191a	Culvert	21.4146944	92.1853608	Z1811	188.209	
27698	290	Box Culvert	LRP191b	Culvert	21.4128611	92.1865552	Z1811	188.359	
27699	291	Box Culvert	LRP191c	Culvert	21.4107222	92.1880274	Z1811	188.707	
27700	292	Box Culvert	LRP191d	Culvert	21.4077222	92.1884441	Z1811	189.048	
27701	293	Infor.missing	LRP192	Km Post	21.4065833	92.1884997	Z1811	189.145	
27702	294	Box Culvert	LRP192a	Culvert	21.4064444	92.1884719	Z1811	189.197	
27703	295	Box Culvert	LRP192b	Culvert	21.4047778	92.1891941	Z1811	189.359	
27704	296	Box Culvert	LRP192c	Culvert	21.404277800000006	92.1892219	Z1811	189.456	
27705	297	Box Culvert	LRP192d	Culvert	21.4040278	92.1893608	Z1811	189.489	
27706	298	Baily Bridge start	LRP192e	Bridge	21.4035	92.1869719	Z1811	189.57	
27707	299	Baily Bridge end	LRP192f	Bridge	21.4534167	92.1898052	Z1811	189.592	
27708	300	Box Culvert	LRP192g	Culvert	21.400527800000006	92.1909441	Z1811	189.929	
27709	301	Km post missing	LRP193	Km Post	21.3999163	92.1916941	Z1811	190.145	
27710	302	Box Culvert	LRP193a	Culvert	21.3982497	92.1921941	Z1811	190.217	
27711	303	Box Culvert	LRP193b	Culvert	21.3952219	92.1931663	Z1811	190.647	
27712	304	Box Culvert	LRP193c	Culvert	21.3940552	92.1937219	Z1811	190.739	
27713	305	Baily Bridge start	LRP193d	Bridge	21.3923608	92.194333	Z1811	190.949	
27714	306	Baily Bridge end	LRP193e	Bridge	21.392138600000006	92.1946108	Z1811	190.981	
27715	307	Km post missing	LRP194	Km Post	21.3909441	92.1952497	Z1811	191.145	
27716	308	Baily Bridge start	LRP194a	Bridge	21.382499300000006	92.197083	Z1811	192.108	
27717	309	Km post missing	LRP195	Km Post	21.3824438	92.1971108	Z1811	192.145	
27718	310	Baily Bridge end	LRP195a	Bridge	21.3823049	92.1971386	Z1811	192.146	
27719	311	Box Culvert	LRP195b	Culvert	21.3788049	92.1976941	Z1811	192.571	
27720	312	Baily Bridge start	LRP195c	Bridge	21.3773604	92.1982774	Z1811	192.837	
27721	313	Baily Bridge end & Start of brick	LRP195d	Bridge	21.3770827	92.1983608	Z1811	192.864	
27722	314	Km post missing	LRP196	Km Post	21.3730549	92.1995274	Z1811	193.255	
27723	315	Box Culvert	LRP196a	Culvert	21.3682493	92.20075	Z1811	193.889	
27724	316	Box Culvert	LRP196b	Culvert	21.366527800000004	92.20125	Z1811	193.89	
27725	317	Km post missing	LRP197	Km Post	21.3656667	92.2013056	Z1811	194.145	
27726	318	Box Culvert	LRP197a	Culvert	21.3651111	92.2015	Z1811	194.259	
27727	319	Box Culvert	LRP197b	Culvert	21.358	92.2041389	Z1811	195.11900000000003	
27728	320	Km post missing	LRP198	Km Post	21.3576667	92.2042778	Z1811	195.145	
27729	321	Start of earthen road	LRP198a	Others	21.3571111	92.2043611	Z1811	195.229	
27730	322	Baily Bridge start	LRP198b	Bridge	21.3564167	92.205	Z1811	195.376	
27731	323	Baily Bridge end	LRP198c	Bridge	21.3543333	92.205	Z1811	195.409	
27732	324	Box Culvert	LRP198d	Culvert	21.6301382	92.2058611	Z1811	195.679	
27733	325	Box Culvert	LRP198e	Culvert	21.3541667	92.2062222	Z1811	195.728	
27734	326	Box Culvert	LRP198f	Culvert	21.353027800000003	92.2073889	Z1811	195.939	
27735	327	Box Culvert	LRP198g	Culvert	21.3516389	92.2072778	Z1811	196.097	
27736	328	Km post missing	LRP199	Km Post	21.349138600000003	92.2075833	Z1811	196.145	
27737	329	Box Culvert	LRP199a	Culvert	21.346444100000006	92.209	Z1811	196.737	
27738	330	The road ends near BDR check post .	LRPE	Others	21.344888600000004	92.2095	Z1811	196.937	
27739	0	Start of road from Z1811 at Chimbuk.	LRPS	Others	22.0979163	92.2480552	Z1812	0.0	
27740	1	Box Culvert	LRPSa	Culvert	22.096138600000003	92.2516944	Z1812	0.436	
27741	2	Ruma 26 km	LRP001	Km Post	22.0921663	92.2535833	Z1812	0.994	
27742	3	Bridge start	LRP001a	Bridge	22.0914441	92.25375	Z1812	1.079	
27743	4	Bridge end	LRP001b	Bridge	22.0913608	92.2539167	Z1812	1.1	
27744	5	Bridge start	LRP001c	Bridge	22.089833	92.2551944	Z1812	1.446	
27745	6	Bridge end	LRP001d	Bridge	22.089694100000006	92.2551667	Z1812	1.463	
27746	7	Bridge start	LRP001e	Bridge	22.0887774	92.2569167	Z1812	1.6909999999999998	
27747	8	Bridge end	LRP001f	Bridge	22.088638600000003	92.2570833	Z1812	1.716	
27748	9	Bridge start	LRP001g	Bridge	22.088083	92.2591111	Z1812	1.954	
27749	10	Bridge end	LRP001h	Bridge	22.088083	92.2591667	Z1812	1.964	
27750	11	Ruma 25 km	LRP002	Km Post	22.0881108	92.2596111	Z1812	2.0	
27751	12	Bridge start	LRP002a	Bridge	22.0882219	92.2618889	Z1812	2.278	
27752	13	Bridge end	LRP002b	Bridge	22.088083	92.2619167	Z1812	2.294	
27753	14	Box Culvert	LRP002c	Culvert	22.0863052	92.2628056	Z1812	2.536	
27754	15	Bridge start	LRP002d	Bridge	22.0851663	92.2630556	Z1812	2.678	True
27755	16	Bridge end	LRP002e	Bridge	22.085083	92.2633056	Z1812	2.697	
27756	17	Bridge start	LRP002f	Bridge	22.0844163	92.2648056	Z1812	2.944	
27757	18	Bridge end	LRP002g	Bridge	22.0842219	92.2649167	Z1812	2.967	True
27758	19	Ruma 24 km	LRP003	Km Post	22.084083	92.2650278	Z1812	3.0010000000000003	
27759	20	Ruma 23 km	LRP004	Km Post	22.0820271	92.2706104	Z1812	4.009	
27760	21	Bridge start	LRP004a	Bridge	22.0803049	92.2696382	Z1812	4.348	
27761	22	Bridge end	LRP004b	Bridge	22.0802216	92.2698604	Z1812	4.401	
27762	23	Bridge start	LRP004c	Bridge	22.0780827	92.2716938	Z1812	4.93	
27763	24	Bridge end	LRP004d	Bridge	22.0778327	92.2717771	Z1812	4.961	
27764	25	Km post missing	LRP005	Km Post	22.077916	92.2722493	Z1812	5.009	
27765	26	Bridge start	LRP005a	Bridge	22.077416	92.2740827	Z1812	5.242000000000001	
27766	27	Bridge end	LRP005b	Bridge	22.0775271	92.2742493	Z1812	5.272	
27767	28	Bridge start	LRP005c	Bridge	22.0802771	92.2743882	Z1812	5.652	
27768	29	Bridge end	LRP005d	Bridge	22.080499300000003	92.2746382	Z1812	5.686	
27769	30	Bridge start	LRP005e	Bridge	22.0811104	92.2748049	Z1812	5.766	
27770	31	Bridge end	LRP005f	Bridge	22.081249300000003	92.274916	Z1812	5.791	
27771	32	Bridge start	LRP005g	Bridge	22.0815271	92.2748882	Z1812	5.823	
27772	33	Bridge end	LRP005h	Bridge	22.0817493	92.2748327	Z1812	5.851	
27773	34	Ruma 21 km	LRP006	Km Post	22.0838052	92.2760827	Z1812	6.169	
27774	35	Bridge start	LRP006a	Bridge	22.0824716	92.2777216	Z1812	6.436	
27775	36	Bridge end	LRP006b	Bridge	22.0825271	92.2779438	Z1812	6.46	
27776	37	Bridge start	LRP006c	Bridge	22.0840552	92.2798327	Z1812	6.8039999999999985	
27777	38	Bridge end	LRP006d	Bridge	22.0838052	92.2799716	Z1812	6.836	
27778	39	Bridge start	LRP006e	Bridge	22.0833608	92.2802771	Z1812	6.897	
27779	40	Bridge end	LRP006f	Bridge	22.0831104	92.2803882	Z1812	6.928	
27780	41	Bridge start	LRP006g	Bridge	22.0829854	92.2808327	Z1812	6.98	True
27781	42	Bridge end	LRP006h	Bridge	22.0828604	92.28105490000002	Z1812	7.016	
27782	43	Ruma 20 km	LRP007	Km Post	22.0826104	92.2815827	Z1812	7.0760000000000005	
27783	44	Bridge start	LRP007a	Bridge	22.0826104	92.2816104	Z1812	7.082999999999998	
27784	45	Bridge end	LRP007b	Bridge	22.0828327	92.2820549	Z1812	7.136	
27785	46	Bridge start	LRP007c	Bridge	22.0829716	92.2828327	Z1812	7.222	
27786	47	Bridge end	LRP007d	Bridge	22.082916	92.282916	Z1812	7.233	
27787	48	Bridge start	LRP007e	Bridge	22.0822493	92.2836663	Z1812	7.348	
27788	49	Bridge end	LRP007f	Bridge	22.082166	92.2837497	Z1812	7.3679999999999986	
27789	50	Km post missing	LRP008	Km Post	22.0798604	92.2871386	Z1812	8.076	
27790	51	Km post missing	LRP009	Km Post	22.0741938	92.2901386	Z1812	9.076	
27791	52	Ruma 17 km	LRP010	Km Post	22.0712771	92.2985274	Z1812	10.136	
27792	53	Bridge start	LRP010a	Bridge	22.0678604	92.3037222	Z1812	10.815	
27793	54	Bridge end	LRP010b	Bridge	22.0677771	92.3038889	Z1812	10.837	
27794	55	Bridge start	LRP010c	Bridge	22.0676382	92.30525	Z1812	10.992	
27795	56	Bridge end	LRP010d	Bridge	22.067416	92.30536109999998	Z1812	11.022	
27796	57	Ruma 16 km	LRP011	Km Post	22.0667493	92.3052222	Z1812	11.1	
27797	58	Bridge start	LRP011a	Bridge	22.0663611	92.3054722	Z1812	11.156	
27798	59	Bridge end	LRP011b	Bridge	22.066	92.3058611	Z1812	11.22	
27799	60	Bridge start	LRP011c	Bridge	22.0666389	92.3065833	Z1812	11.337	
27800	61	Bridge end	LRP011d	Bridge	22.066527800000006	92.3068889	Z1812	11.371	
27801	62	Ruma 15 km	LRP012	Km Post	22.0600833	92.3099167	Z1812	12.191	
27802	63	Bridge start	LRP012a	Bridge	22.05725	92.3151667	Z1812	12.845	
27803	64	Bridge end	LRP012b	Bridge	22.0571111	92.3154722	Z1812	12.882	
27804	65	Ruma 14 km	LRP013	Km Post	22.0561389	92.3174716	Z1812	13.197	
27805	66	Km post missing	LRP014	Km Post	22.0569444	92.32523545	Z1812	14.197	True
27806	67	Bridge start	LRP014a	Bridge	22.0573611	92.3329993	Z1812	15.054	
27807	68	Bridge end	LRP014b	Bridge	22.0573333	92.3333886	Z1812	15.097	
27808	69	Km post missing	LRP015	Km Post	22.0576944	92.3343886	Z1812	15.197	
27809	70	Bridge start	LRP015a	Bridge	22.0572222	92.337583	Z1812	15.607	
27810	71	Bridge end	LRP015b	Bridge	22.05725	92.3376941	Z1812	15.628	
27811	72	Bridge start	LRP015c	Bridge	22.0581944	92.3418052	Z1812	16.101	
27812	73	Bridge end	LRP015d	Bridge	22.057777800000004	92.3420274	Z1812	16.162	
27813	74	Ruma 11 km	LRP016	Km Post	22.0575556	92.3423886	Z1812	16.222	
27814	75	Bridge start	LRP016a	Bridge	22.057527800000006	92.3425274	Z1812	16.237000000000002	
27815	76	Bridge end	LRP016b	Bridge	22.0575833	92.3427497	Z1812	16.272000000000002	
27816	77	Bridge start	LRP016c	Bridge	22.0586667	92.3445274	Z1812	16.494	
27817	78	Bridge end	LRP016d	Bridge	22.0587778	92.3451524	Z1812	16.527	True
27818	79	Bridge start	LRP016e	Bridge	22.0594167	92.3457774	Z1812	16.653	
27819	80	Bridge end	LRP016f	Bridge	22.0594722	92.3458608	Z1812	16.665	
27820	81	Bridge start	LRP016g	Bridge	22.0595833	92.3464163	Z1812	16.725	
27821	82	Bridge end	LRP016h	Bridge	22.05975	92.3466941	Z1812	16.762	
27822	83	Bridge start	LRP016i	Bridge	22.06025	92.3477497	Z1812	16.89	
27823	84	Bridge end	LRP016j	Bridge	22.0603333	92.3478608	Z1812	16.908	
27824	85	Bridge start	LRP016k	Bridge	22.0607222	92.3485274	Z1812	16.998	
27825	86	Bridge end	LRP016l	Bridge	22.0608056	92.3486941	Z1812	17.016	
27826	87	Bridge start	LRP016m	Bridge	22.0610278	92.3490552	Z1812	17.065	
27827	88	Bridge end	LRP016n	Bridge	22.0611389	92.3491941	Z1812	17.08	
27828	89	Bridge start	LRP016o	Bridge	22.0615	92.349583	Z1812	17.149	
27829	90	Bridge end	LRP016p	Bridge	22.0616111	92.3497497	Z1812	17.172	
27830	91	Km post missing	LRP017	Km Post	22.0620833	92.3503333	Z1812	17.222	
27831	92	Bridge start	LRP017a	Bridge	22.0625833	92.3509167	Z1812	17.317999999999998	
27832	93	Bridge end	LRP017b	Bridge	22.0626389	92.3509722	Z1812	17.327	
27833	94	Bridge start	LRP017c	Bridge	22.0634722	92.3515278	Z1812	17.442999999999998	
27834	95	Bridge end	LRP017d	Bridge	22.0636111	92.3516667	Z1812	17.464000000000002	
27835	96	Bridge start	LRP017e	Bridge	22.0641667	92.3526667	Z1812	17.636	
27836	97	Bridge end	LRP017f	Bridge	22.0641111	92.3528611	Z1812	17.651	
27837	98	Bridge start	LRP017g	Bridge	22.064	92.3546389	Z1812	17.881	
27838	99	Bridge end	LRP017h	Bridge	22.0633611	92.3549722	Z1812	17.957	
27839	100	Ruma 9 km	LRP018	Km Post	22.0617778	92.3556111	Z1812	18.281	
27840	101	Bridge start	LRP018a	Bridge	22.0615278	92.35525	Z1812	18.334	
27841	102	Bridge end	LRP018b	Bridge	22.0613889	92.3551389	Z1812	18.355	
27842	103	Bridge start	LRP018c	Bridge	22.0594444	92.3553889	Z1812	18.592	
27843	104	Bridge end	LRP018d	Bridge	22.0593333	92.3554722	Z1812	18.609	
27844	105	Bridge start	LRP018e	Bridge	22.0592222	92.3571944	Z1812	18.856	
27845	106	Bridge end	LRP018f	Bridge	22.0594167	92.3572222	Z1812	18.896	
27846	107	Ruma 8 km	LRP019	Km Post	22.061	92.3588333	Z1812	19.361	
27847	108	Km post missing	LRP020	Km Post	22.055875	92.3644444	Z1812	20.361	True
27848	109	Km post missing	LRP021	Km Post	22.05075	92.3704716	Z1812	21.361	
27849	110	Km post missing	LRP022	Km Post	22.0515833	92.3781382	Z1812	22.361	
27850	111	Ruma 4 km	LRP023	Km Post	22.0578333	92.376166	Z1812	23.161	
27851	112	Bridge start	LRP023a	Bridge	22.0598889	92.37480490000002	Z1812	23.616	
27852	113	Bridge end	LRP023b	Bridge	22.0597222	92.3750549	Z1812	23.644	
27853	114	Bridge start	LRP023c	Bridge	22.0596944	92.3770827	Z1812	23.881	
27854	115	Bridge end	LRP023d	Bridge	22.0596667	92.37722159999998	Z1812	23.896	
27855	116	Bridge start	LRP023e	Bridge	22.0596389	92.3777216	Z1812	23.954	
27856	117	Bridge end	LRP023f	Bridge	22.0596111	92.3781104	Z1812	23.991	
27857	118	Ruma 3 km	LRP024	Km Post	22.0597222	92.3786104	Z1812	24.047	
27858	119	Bridge start	LRP024a	Bridge	22.0596944	92.3794716	Z1812	24.145	
27859	120	Bridge end	LRP024b	Bridge	22.0606111	92.3813604	Z1812	24.368	
27860	121	Box Culvert	LRP024c	Culvert	22.0605556	92.3813882	Z1812	24.408	
27861	122	End of Asphalt road	LRP024d	Others	22.0607778	92.3826382	Z1812	24.508000000000006	
27862	123	Box Culvert	LRP024e	Culvert	22.0608333	92.3839163	Z1812	24.678	
27863	124	Box Culvert	LRP024f	Culvert	22.0605833	92.3842219	Z1812	24.777	
27864	125	Box Culvert	LRP024g	Culvert	22.0591667	92.3858886	Z1812	24.983	
27865	126	Km post missing	LRP025	Km Post	22.0585	92.3859441	Z1812	25.047	True
27866	127	Bridge start	LRP025a	Bridge	22.0578333	92.3864163	Z1812	25.282	
27867	128	Bridge end	LRP025b	Bridge	22.0578056	92.38727740000002	Z1812	25.312	
27868	129	Box Culvert	LRP025c	Culvert	22.0569167	92.3888886	Z1812	25.462	
27869	130	Box Culvert	LRP025d	Culvert	22.0567222	92.389333	Z1812	25.512	
27870	131	Box Culvert	LRP025e	Culvert	22.0564167	92.3900552	Z1812	25.592	
27871	132	Bridge start	LRP025f	Bridge	22.0564167	92.391333	Z1812	25.752	
27872	133	Bridge end	LRP025g	Culvert	22.0564167	92.3917774	Z1812	25.769	
27873	134	Km post missing	LRP026	Km Post	22.0572778	92.393333	Z1812	26.047	
27874	135	Box Culvert	LRP026a	Culvert	22.05725	92.3938052	Z1812	26.082	
27875	136	Bridge start	LRP026b	Bridge	22.0568333	92.3947219	Z1812	26.222	
27876	137	Bridge end	LRP026c	Bridge	22.0567222	92.3949997	Z1812	26.238000000000003	
27877	138	Bridge start	LRP026d	Bridge	22.0565	92.3971663	Z1812	26.472	
27878	139	Bridge end	LRP026e	Bridge	22.0562222	92.3972497	Z1812	26.489	
27879	140	Box Culvert	LRP026f	Culvert	22.0554722	92.3973052	Z1812	26.622	
27880	141	Box Culvert	LRP026g	Culvert	22.0551111	92.3976108	Z1812	26.682	
27881	142	Box Culvert	LRP026h	Culvert	22.0551111	92.3987219	Z1812	26.802	
27882	143	Km post missing	LRP027	Km Post	22.0545556	92.4006389	Z1812	27.047	
27883	144	Bridge start	LRP027a	Bridge	22.0543333	92.4043333	Z1812	27.504	
27884	145	Bridge end	LRP027b	Bridge	22.0543333	92.4045833	Z1812	27.542	
27885	146	Box Culvert	LRP027c	Culvert	22.0520833	92.4053611	Z1812	27.672	
27886	147	Box Culvert	LRP027d	Culvert	22.0518889	92.4058056	Z1812	27.732	
27887	148	Box Culvert	LRP027e	Culvert	22.051777800000004	92.40675	Z1812	27.842	
27888	149	Bridge start	LRP027f	Bridge	22.0512222	92.4080278	Z1812	27.97	
27889	150	Bridge end	LRP027g	Bridge	22.0511389	92.4083056	Z1812	28.001	
27890	151	Km post missing	LRP028	Km Post	22.051027800000004	92.4086111	Z1812	28.047	
27891	152	Box Culvert	LRP028a	Culvert	22.0511111	92.4086111	Z1812	28.072	
27892	153	Bridge start	LRP028b	Bridge	22.0484997	92.4091667	Z1812	28.392	
27893	154	Bridge end	LRP028c	Bridge	22.0481663	92.4091389	Z1812	28.442	
27894	155	Box Culvert	LRP028d	Culvert	22.047333	92.4078611	Z1812	28.612	
27895	156	Km post missing	LRP029	Km Post	22.0441941	92.4073056	Z1812	29.047	
27896	157	Box Culvert	LRP029a	Culvert	22.0414997	92.4030833	Z1812	29.602	
27897	158	The road ends after Ruma Bazar	LRPE	Others	22.0382219	92.4027222	Z1812	30.032	
27898	0	Start of road R161.	LRPS	Others	22.2013611	92.2181104	Z1813	0.0	
27899	1	Slab Culvert	LRPSa	Culvert	22.2015	92.2183049	Z1813	0.025	
27900	2	Rowangchhari 20 km	LRP001	Km Post	22.2015278	92.2183882	Z1813	0.035	
27901	3	Rowangchhari 19 km	LRP002	Km Post	22.2027222	92.2254716	Z1813	1.02	
27902	4	Pipe Culvert	LRP002a	Culvert	22.1987219	92.2284993	Z1813	1.71	
27903	5	Rowangchhari 18 km	LRP003	Km Post	22.1964719	92.2297493	Z1813	2.0380000000000003	
27904	6	Km post missing	LRP004	Km Post	22.1929997	92.2363052	Z1813	3.0380000000000003	
27905	7	Bridge start	LRP004a	Bridge	22.1925274	92.2382219	Z1813	3.257	
27906	8	Bridge end	LRP004b	Bridge	22.1926386	92.24126355	Z1813	3.275	True
27907	9	Rowangchhari 16 km	LRP005	Km Post	22.195083	92.2443052	Z1813	4.055	
27908	10	Box Culvert	LRP005a	Culvert	22.1958608	92.2453608	Z1813	4.22	
27909	11	Bridge start	LRP005b	Bridge	22.1990274	92.2503889	Z1813	4.968	
27910	12	Bridge end	LRP005c	Bridge	22.1992219	92.2505	Z1813	4.992	
27911	13	Rowangchhari 15 km	LRP006	Km Post	22.2000556	92.2511111	Z1813	5.105	
27912	14	Rowangchhari 14 km	LRP007	Km Post	22.2018611	92.259	Z1813	6.096	
27913	15	Rowangchhari 13 km	LRP008	Km Post	22.2056111	92.2656667	Z1813	7.101	
27914	16	Bridge start	LRP008a	Bridge	22.2070556	92.2666389	Z1813	7.294	
27915	17	Bridge end	LRP008b	Bridge	22.2071944	92.2670827	Z1813	7.345	
