	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
192	Start of Bridge	LRP051a	Bridge	23.191833	90.5485552	R860	52.2	
193	End of Bridge	LRP051b	Bridge	23.191777399999996	90.5494719	R860	52.248999999999995	
194	Chittagong 228 km, Ibrahimpur Ferry 4 km	LRP052	Km Post	23.1899719	90.55713890000001	R860	53.126000000000005	
195	Start of Bridge	LRP052a	Bridge	23.187832999999998	90.5595278	R860	53.467	
196	End of Bridge	LRP052b	Bridge	23.1877219	90.55963890000001	R860	53.485	
197	Chittagong 227 km, Ibrahimpur ferry 3 km	LRP053	Km Post	23.1836108	90.5641944	R860	54.136	
198	Start of Bridge	LRP053a	Bridge	23.177999300000003	90.5664722	R860	54.815	
199	End of Bridge	LRP053b	Bridge	23.1778327	90.5665833	R860	54.836999999999996	
200	Chittagong 226 km, Noakhali 75 km Ibrahimp[ur Ferry 2 km	LRP054	Km Post	23.1774993	90.569666	R860	55.146	
201	Chittagong 225 km, Ibrahimpur Ferry 1 km	LRP055	Km Post	23.178166	90.57947159999999	R860	56.156000000000006	
202	Chittagong 224 km, Noakhali 73 km,Ibrahimpur Ferry 0 km	LRP056	Km Post	23.1818049	90.5803327	R860	56.574	
203	Start Ibrahimpur Ferry ghat, Shariatpur and End of Shariatpur Road Division	LRP056a	Others	23.1827216	90.5805271	R860	56.674	
204	Harina Ferry Ghat and Chandpur RHD Start	LRP062a	Others	23.1642778	90.6429163	R860	63.443999999999996	
205	Km post Missing	LRP063	Km Post	23.164333300000003	90.6442497	R860	63.574	
206	Z 1403 to Chandpur	LRP063a	Side Road, Left	23.1651667	90.64652740000001	R860	63.82899999999999	
207	Km post Missing	LRP064	Km Post	23.163583300000003	90.6532222	R860	64.574	
208	Km post Missing	LRP065	Km Post	23.15675	90.6575	R860	65.574	
209	Km post Missing	LRP066	Km Post	23.147694100000002	90.65975	R860	66.574	
210	Z8699 to Haimchar	LRP066a	Side Road, Right	23.1438052	90.6593611	R860	67.024	
211	Km post Missing	LRP067	Km Post	23.142388600000004	90.6645556	R860	67.574	
212	Km post Missing	LRP068	Km Post	23.145805199999998	90.6733049	R860	68.574	
213	Box Culvert	LRP068a	Culvert	23.1486663	90.6777771	R860	69.204	
214	Box Culvert	LRP068b	Culvert	23.1478886	90.68005490000002	R860	69.454	
215	Km post Missing	LRP069	Km Post	23.1477774	90.68127709999999	R860	69.574	
216	Box Culvert	LRP069a	Culvert	23.146471899999998	90.6887219	R860	70.384	
217	Km post Missing	LRP070	Km Post	23.144527399999998	90.6996941	R860	71.574	
218	Box Culvert	LRP070a	Culvert	23.1453052	90.7066667	R860	72.314	
219	Km post Missing	LRP071	Km Post	23.145138600000003	90.70913890000001	R860	72.574	
220	Km post Missing	LRP072	Km Post	23.1441386	90.7186104	R860	73.574	
221	Info Missing	LRP073	Km Post	23.143832999999997	90.72358270000001	R860	74.104	
222	End of road at Bhatialpur and meet with R140	LRPE	Others	23.1449997	90.72822159999998	R860	74.634	
0	Start of road from R860 at Monoharpur more.	LRPS	Others	23.1869997	90.3318882	R861	0.0	
1	Box Culvert	LRPSa	Culvert	23.1930552	90.3337219	R861	0.708	
2	Sariatpur 02 km, Dhaka 76 km, Majhirghat 30 km	LRP001	Km Post	23.1964719	90.3351108	R861	1.13	
3	Start of Box Culvert	LRP001a	Culvert	23.1989997	90.33627740000001	R861	1.435	
4	End of Box Culvert	LRP001b	Culvert	23.1989997	90.33627740000001	R861	1.456	
5	Box Culvert	LRP001c	Culvert	23.2026944	90.33791629999999	R861	1.93	
6	Majhirghat 29 km, Katal bari 34.50 km	LRP002	Km Post	23.2026944	90.3396941	R861	2.12	
7	Box Culvert	LRP002a	Culvert	23.202722199999997	90.34005520000001	R861	2.157	
8	Start of Bridge	LRP002b	Bridge	23.2053611	90.3450552	R861	2.68	
9	End of Bridge	LRP002c	Bridge	23.2055	90.3451386	R861	2.7880000000000003	
10	Km post missing	LRP003	Km Post	23.207777800000002	90.34677740000001	R861	3.12	
11	Start of Bridge	LRP003a	Bridge	23.2138889	90.3474441	R861	3.82	
12	End of Bridge	LRP003b	Bridge	23.213972199999997	90.3474441	R861	3.842	
13	Km post missing	LRP004	Km Post	23.216693799999998	90.34741629999999	R861	4.12	
14	Start of Bridge	LRP004a	Bridge	23.2225827	90.3488052	R861	4.819	
15	End of Bridge	LRP004b	Bridge	23.2227216	90.3488052	R861	4.83	
16	Km post missing	LRP005	Km Post	23.2253327	90.3494997	R861	5.12	
17	Start of Bridge	LRP005a	Bridge	23.228388199999998	90.34963859999999	R861	5.48	
18	End of Bridge	LRP005b	Bridge	23.228388199999998	90.3493886	R861	5.492000000000001	
19	Jajira 13 km, Dhaka 71 km, Katalbari 30.5 km.	LRP006	Km Post	23.2318604	90.3491108	R861	5.86	
20	Left Z8065 to Mongalmajir ghat	LRP006a	Side Road, Left	23.2364163	90.34858299999999	R861	6.37	
21	Box Culvert	LRP006b	Culvert	23.2364997	90.34866629999999	R861	6.39	
22	Box Culvert	LRP006c	Culvert	23.2363608	90.3536111	R861	6.8839999999999995	
23	End of road at Premtola more at Intersection of with Z 8012 and Z 8602.	LRPE	Others	23.2363608	90.3538056	R861	6.904	
0	Start of Road at Rupatoli more (Gole Chokkor) Infront of hotel Metropolition and Intersection at N8 & R870 Barisal.	LRPS	Others	22.678666	90.347083	R870	0.0	
1	Jhalokati 16 km	LRP001	Km Post	22.6748327	90.34133299999999	R870	0.73	
2	Box Culvert	LRP001a	Culvert	22.6736382	90.3398608	R870	0.922	
3	Jhalokati 15 km	LRP002	Km Post	22.6702216	90.3341941	R870	1.6769999999999998	
4	Box Culvert	LRP002a	Culvert	22.669749300000003	90.3295549	R870	2.1630000000000003	
5	Jhalokati 14 km	LRP003	Km Post	22.669499300000002	90.3250271	R870	2.6289999999999996	
6	P.C Girder Bridge start	LRP003a	Bridge	22.669860399999997	90.3209993	R870	3.054	
7	P.C Girder Bridge end	LRP003b	Bridge	22.6703604	90.3197493	R870	3.193	
8	Start of Jhalokati RHD	LRP003c	Others	22.6708604	90.3171382	R870	3.471	
9	Start of Jhalokati RHD	LRP003c	Others	22.6708604	90.3171382	R870	3.471	
10	Jhalokati 13 km	LRP004	Km Post	22.671166	90.3143333	R870	3.759	
11	Km post missing	LRP005	Km Post	22.672638199999998	90.3045833	R870	4.7589999999999995	
12	Box Culvert	LRP005a	Culvert	22.672916	90.3029167	R870	4.937	
13	Km post missing	LRP006	Km Post	22.6730549	90.2949441	R870	5.7589999999999995	
14	Jhalokati 10 km	LRP007	Km Post	22.673416	90.2856941	R870	6.718999999999999	
15	Box Culvert	LRP007a	Culvert	22.673388199999998	90.2839719	R870	6.891	
16	R.C.C Bridge start	LRP007b	Bridge	22.6716938	90.27661040000001	R870	7.678999999999999	
17	R.C.C Bridge end	LRP007c	Bridge	22.671666000000002	90.2764993	R870	7.694	
18	Km post missing	LRP008	Km Post	22.6715827	90.2762493	R870	7.718999999999999	
19	Box Culvert	LRP008a	Culvert	22.669916	90.2719993	R870	8.181000000000001	
20	Jhalokati 8 km	LRP009	Km Post	22.6671104	90.26811040000001	R870	8.707	
21	Box Culvert	LRP009a	Culvert	22.666666	90.26755490000001	R870	8.769	
22	Box Culvert	LRP009b	Culvert	22.6615	90.2610833	R870	9.658	
23	Z 8709 Nalchity road	LRP009c	Side Road, Left	22.6614167	90.2609167	R870	9.671	
24	Km post missing	LRP010	Km Post	22.66125	90.26075	R870	9.707	
25	Box Culvert	LRP010a	Culvert	22.658222199999997	90.2563056	R870	10.253	
26	Km post missing	LRP011	Km Post	22.6564722	90.2524444	R870	10.707	
27	Box Culvert	LRP011a	Culvert	22.6562222	90.2518056	R870	10.769	
28	Box Culvert	LRP011b	Culvert	22.6540556	90.24702740000001	R870	11.319	
29	Info not clear	LRP012	Km Post	22.652694399999998	90.2436108	R870	11.692	
30	Box Culvert	LRP012a	Culvert	22.650777800000004	90.2379719	R870	12.235999999999999	
31	Jhalokati 4 km	LRP013	Km Post	22.6498608	90.2344441	R870	12.692	
32	R.C.C Culvert	LRP013a	Culvert	22.649583	90.2333886	R870	12.798	
33	Box Culvert	LRP013b	Culvert	22.6470552	90.2254438	R870	13.682	
34	Km post missing	LRP014	Km Post	22.6470552	90.2254438	R870	13.692	
35	Sutalory Bridge start	LRP014a	Bridge	22.6429719	90.2198327	R870	13.722000000000001	
36	Sutalory Bridge end	LRP014b	Bridge	22.6429719	90.21933270000001	R870	13.777000000000001	
37	Jhalokati 2 km	LRP015	Km Post	22.6429163	90.2173882	R870	14.672	
38	Left to Jhalokati town	LRP015a	Turn off, Right	22.642777399999996	90.2137222	R870	15.052999999999999	
39	Km post broken	LRP016	Km Post	22.6479997	90.2140278	R870	15.658	
40	Baily Bridge start	LRP016a	Bridge	22.6491108	90.2075833	R870	16.371	
41	Baily Bridge end	LRP016b	Bridge	22.6491108	90.2071944	R870	16.412	
42	Bhandaria 27 km	LRP017	Km Post	22.649583	90.2048056	R870	16.668	
43	Box Culvert	LRP017a	Culvert	22.65025	90.19977740000002	R870	17.21	
44	Z8704 Banaripara road	LRP017b	Side Road, Right	22.650083300000002	90.1996386	R870	17.214000000000002	
45	Box Culvert	LRP017c	Culvert	22.650527800000003	90.1978608	R870	17.393	
46	Km post missing	LRP018	Km Post	22.6516389	90.1956941	R870	17.668	
47	Baily Bridge start	LRP018a	Bridge	22.65175	90.19541629999999	R870	17.701	
48	Baily Bridge end	LRP018b	Bridge	22.652305600000002	90.194333	R870	17.831	
49	Box Culvert	LRP018c	Culvert	22.6528611	90.19038859999999	R870	18.253	
50	Pirojpur 45 km	LRP019	Km Post	22.651527800000004	90.1872497	R870	18.628	
51	Box Culvert	LRP019a	Culvert	22.651166699999997	90.187083	R870	18.668	
52	Z8716 Nesarbad road	LRP019b	Side Road, Right	22.6510556	90.1870552	R870	18.682000000000002	
53	Km post missing	LRP020	Km Post	22.644388600000003	90.18452740000001	R870	19.628	
54	R.C.C Bridge start	LRP020a	Bridge	22.6436941	90.18380520000001	R870	19.732	
55	R.C.C Bridge start	LRP020b	Bridge	22.643638600000003	90.18374969999999	R870	19.749000000000002	
56	Gabkhan Bridge start	LRP020c	Bridge	22.642777399999996	90.18294379999999	R870	19.874000000000002	
57	Km post missing	LRP021	Km Post	22.640249700000002	90.1753882	R870	20.628	
58	Gabkhan Bridge end	LRP021a	Bridge	22.639805199999998	90.1747493	R870	20.768	
59	R.C.C Bridge start	LRP021b	Bridge	22.6350552	90.1706382	R870	21.453000000000003	
60	R.C.C Bridge end	LRP021c	Bridge	22.6349163	90.17058270000001	R870	21.468000000000004	
61	Rajapur 8 km	LRP022	Km Post	22.6335552	90.16969379999999	R870	21.658	
62	Box Culvert	LRP022a	Culvert	22.6268049	90.1657222	R870	22.526	
63	Rajapur 7 km	LRP023	Km Post	22.625666	90.1652778	R870	22.658	
64	Z 8703 Kawkhali road	LRP023a	Side Road, Right	22.6219438	90.164	R870	23.099	
65	R.C.C Bridge start	LRP023b	Bridge	22.622166	90.164	R870	23.1	
66	R.C.C Bridge end	LRP023c	Bridge	22.6218049	90.164	R870	23.115	
67	Pirojpur 40 km	LRP024	Km Post	22.616888199999998	90.16338890000002	R870	23.673000000000002	
68	Box Culvert	LRP024a	Culvert	22.6163889	90.1633333	R870	23.721	
69	Box Culvert	LRP024b	Culvert	22.613000000000003	90.1631111	R870	24.101	
70	Bhandaria 17 km	LRP025	Km Post	22.608277800000003	90.16275	R870	24.638	
71	Box Culvert	LRP025a	Culvert	22.605111100000002	90.1625	R870	24.98	
72	Rajapur 4 km	LRP026	Km Post	22.599332999999998	90.1599167	R870	25.698	
73	Box Culvert	LRP026a	Culvert	22.5951941	90.1578333	R870	26.201999999999998	
74	Rajapur 3 km	LRP027	Km Post	22.5910552	90.15552779999999	R870	26.718000000000004	
75	Box culvert	LRP027a	Culvert	22.5884997	90.1530556	R870	27.094	
76	Rajapur 2 km	LRP028	Km Post	22.584721899999998	90.1486386	R870	27.718000000000004	
77	Rajapur 1 km	LRP029	Km Post	22.5768882	90.1441108	R870	28.728	
78	Box Culvert	LRP029a	Culvert	22.5734993	90.1431386	R870	29.116	
79	Km post missing	LRP030	Km Post	22.5711938	90.1377774	R870	29.728	
80	Bridge start	LRP030a	Bridge	22.571166	90.13766629999999	R870	29.741999999999997	
81	Bridge end	LRP030b	Bridge	22.5711104	90.13755520000001	R870	29.758000000000003	
82	Z 8702 Bekuti ferry ghat	LRP030c	Side Road, Right	22.5705271	90.1360274	R870	29.935	
83	R.C.C Bridge start	LRP030d	Bridge	22.5698327	90.1360552	R870	30.016	
84	R.C.C Bridge end	LRP030e	Bridge	22.569666	90.1360552	R870	30.031999999999996	
85	Bhandria 13 km	LRP031	Km Post	22.5670271	90.1407497	R870	30.728	
86	Box Culvert	LRP031a	Culvert	22.5671938	90.142333	R870	30.89	
87	Z8708 Amua Road	LRP031b	Side Road, Left	22.5666389	90.1436941	R870	31.083000000000002	
88	Box Culvert	LRP031c	Culvert	22.5658889	90.1429719	R870	31.194000000000003	
89	Bhandaria 12 km	LRP032	Km Post	22.561944399999998	90.1399997	R870	31.778000000000002	
90	Box Culvert	LRP032a	Culvert	22.5602778	90.13877740000001	R870	31.941999999999997	
91	Box Culvert	LRP032b	Culvert	22.556388899999998	90.13408299999999	R870	32.596	
92	Pirojpur 31 km	LRP033	Km Post	22.555722199999998	90.13322159999998	R870	32.703	
93	Box Culvert	LRP033a	Culvert	22.551083300000002	90.12872159999999	R870	33.403	
94	Pirojpur 30 km	LRP034	Km Post	22.5487774	90.1270549	R870	33.718	
95	Bridge start	LRP034a	Bridge	22.5481663	90.1264993	R870	33.806	
96	Bridge end	LRP034b	Bridge	22.5480274	90.12644379999999	R870	33.821999999999996	
97	Box Culvert	LRP034c	Culvert	22.5461663	90.1248882	R870	34.086	
98	Box Culvert	LRP034d	Culvert	22.5431941	90.12205490000001	R870	34.524	
99	Pirojpur 29 km	LRP035	Km Post	22.5420274	90.12091600000001	R870	34.708	
100	Box Culvert	LRP035a	Culvert	22.5417219	90.1206104	R870	34.738	
101	Bhundaria 9 km	LRP036	Km Post	22.535888600000003	90.11461109999999	R870	35.728	
102	R.c.c Bridge start	LRP036a	Bridge	22.5283604	90.1129444	R870	36.592	
103	R.c.c Bridge end	LRP036b	Bridge	22.528249300000002	90.1129167	R870	36.604	
104	Pirojpur 26 km	LRP037	Km Post	22.5271382	90.11263890000001	R870	36.728	
105	Box Culvert	LRP037a	Culvert	22.5234993	90.1107778	R870	37.183	
106	Box Culvert	LRP037b	Culvert	22.5195271	90.1091667	R870	37.66	
107	Bhandaria 6 km	LRP038	Km Post	22.5191938	90.1089444	R870	37.703	
108	R.c.c Bridge start	LRP038a	Bridge	22.515861100000002	90.10725	R870	38.123000000000005	
109	R.c.c Bridge end	LRP038b	Bridge	22.51575	90.10727779999999	R870	38.135999999999996	
110	Box Culvert	LRP038c	Culvert	22.514	90.1065556	R870	38.363	
111	Pirojpur 25 km	LRP039	Km Post	22.511361100000002	90.10463890000001	R870	38.718	
112	R.C.C Bridge start	LRP039a	Bridge	22.5085	90.10355559999999	R870	39.061	
113	R.C.C Bridge end	LRP039b	Bridge	22.508194399999997	90.10347220000001	R870	39.097	
114	Box Culvert	LRP039c	Culvert	22.50625	90.10088890000002	R870	39.47	
115	Box Culvert	LRP039d	Culvert	22.5059722	90.0998052	R870	39.591	
116	Bhandaria 4 km	LRP040	Km Post	22.505416699999998	90.098833	R870	39.714	
117	Box Culvert	LRP040a	Culvert	22.504722199999996	90.0976108	R870	39.849000000000004	
118	Box Culvert	LRP040b	Culvert	22.5021667	90.09363859999999	R870	40.353	
119	Pirojpur 23 km	LRP041	Km Post	22.5003611	90.0908608	R870	40.714	
120	R.C.C Bridge start	LRP041a	Bridge	22.5000556	90.0903886	R870	40.772	
121	R.C.C Bridge end	LRP041b	Bridge	22.499888600000002	90.09008299999999	R870	40.815	
122	Box Culvert	LRP041c	Culvert	22.497638600000002	90.0850552	R870	41.38399999999999	
123	Bhandaria 2 km	LRP042	Km Post	22.4963608	90.0820827	R870	41.714	
124	Box Culvert	LRP042a	Culvert	22.4962219	90.0817493	R870	41.751999999999995	
125	Box Culvert	LRP042b	Culvert	22.4957219	90.0795549	R870	41.983999999999995	
126	Start of Pirojpur RHD	LRP042c	Others	22.4946663	90.0768882	R870	42.282	
127	Start of Pirojpur RHD	LRP042c	Others	22.4946663	90.0768882	R870	42.282	
128	Box Culvert	LRP042d	Culvert	22.493582999999997	90.0741938	R870	42.586000000000006	
129	Bhandaria 1 km	LRP043	Km Post	22.4932497	90.07333270000001	R870	42.684	
130	Side road left	LRP043a	Side Road, Left	22.488805199999998	90.06858270000001	R870	43.398999999999994	
131	Pirojpur 20 km	LRP044	Km Post	22.486832999999997	90.0670827	R870	43.674	
132	Box Culvert	LRP044a	Culvert	22.4866941	90.06697159999999	R870	43.68899999999999	
133	Z8705 kathalia road	LRP044b	Side Road, Left	22.4844997	90.0656944	R870	43.972	
134	Z 8711	LRP044c	Side Road, Right	22.486638600000003	90.0606667	R870	44.544	
135	Baily Bridge start	LRP044d	Bridge	22.486638600000003	90.0606667	R870	44.553999999999995	
136	Baily Bridge end	LRP044e	Bridge	22.487333	90.05927779999999	R870	44.717	
137	Pirojpur 19 km	LRP045	Km Post	22.487388600000003	90.0584444	R870	44.817	
138	Box Culvert	LRP045a	Culvert	22.485055199999998	90.0555833	R870	45.986999999999995	
139	Pirojpur 18 km	LRP046	Km Post	22.4855274	90.05188890000001	R870	45.989	
140	Box Culvert	LRP046a	Culvert	22.486138600000004	90.0487774	R870	46.006	
141	Box Culvert	LRP046b	Culvert	22.4871386	90.0439997	R870	46.50899999999999	
142	Pirojpur 17 km	LRP047	Km Post	22.4874719	90.0424997	R870	46.674	
143	Box Culvert	LRP047a	Culvert	22.4878052	90.0412497	R870	46.794	
144	Box Culvert	LRP047b	Culvert	22.488444100000002	90.03772190000001	R870	47.169	
145	Pirojpur 16 km	LRP048	Km Post	22.4889997	90.0333049	R870	47.63399999999999	
146	Box Culvert	LRP048a	Culvert	22.489194100000002	90.02911040000001	R870	48.06	
147	Pirojpur 15 km	LRP049	Km Post	22.4896941	90.023666	R870	48.63399999999999	
148	R.C.C Bridge start	LRP049a	Bridge	22.488721899999998	90.0202493	R870	48.998999999999995	
149	R.C.C Bridge end	LRP049b	Bridge	22.488721899999998	90.0196938	R870	49.056999999999995	
150	Pirojpur 14 km	LRP050	Km Post	22.4894997	90.0136667	R870	49.693999999999996	
151	Box culvert	LRP050a	Culvert	22.489638600000003	90.0115556	R870	49.91	
152	R.C.C Culvert	LRP050b	Culvert	22.4886663	90.0046667	R870	50.62	
153	Pirojpur 13 km	LRP051	Km Post	22.4886663	90.0040833	R870	50.693999999999996	
154	Box Culvert	LRP051a	Culvert	22.488805199999998	90.0026667	R870	50.838	
155	Box Culvert	LRP051b	Culvert	22.4889441	90.00052779999999	R870	51.05	
156	Box Culvert	LRP051c	Culvert	22.489194100000002	89.99830539999999	R870	51.261	True
157	Z 8701 Patharghata road	LRP051d	Side Road, Left	22.489249700000002	89.996083	R870	51.523999999999994	
158	Km post missing	LRP052	Km Post	22.4901663	89.99452740000001	R870	51.693999999999996	
159	Charkhali ferry ghat start	LRP052a	Others	22.492333	89.99202740000001	R870	52.068000000000005	
160	Km post missing	LRP053	Km Post	22.4954441	89.98663835	R870	52.693999999999996	True
161	Charkhali ferry ghat end	LRP053a	Others	22.4985552	89.9812493	R870	53.268	
162	Pirojpur 12 km	LRP054	Km Post	22.5004167	89.9797493	R870	53.788000000000004	
163	Z 7711	LRP054a	Side Road, Left	22.50125	89.97905490000001	R870	53.911	
164	Pirojpur 11 km	LRP055	Km Post	22.5038333	89.9815271	R870	54.3	
165	Bridge start	LRP055a	Bridge	22.5063611	89.984083	R870	54.695	
166	Bridge end	LRP055b	Bridge	22.5064444	89.984083	R870	54.708999999999996	
167	Pirojpur 10 km	LRP056	Km Post	22.508472199999996	89.9888886	R870	55.29	
168	Box Culvert	LRP056a	Culvert	22.5118611	89.99202740000001	R870	55.81399999999999	
169	Pirojpur 9 km	LRP057	Km Post	22.5155278	89.9942497	R870	56.29	
170	Baily Bridge start	LRP057a	Bridge	22.5190827	89.9947497	R870	56.68899999999999	
171	Baily Bridge end	LRP057b	Bridge	22.5193327	89.9948608	R870	56.715	
172	Box Culvert	LRP057c	Culvert	22.522249300000002	89.99574969999999	R870	57.05	
173	Pirojpur 8 km	LRP058	Km Post	22.523971600000003	89.9958608	R870	57.25	
174	Pirojpur 7 km	LRP059	Km Post	22.5321382	89.99038859999999	R870	58.33	
175	Box Culvert	LRP059a	Culvert	22.5337219	89.990083	R870	58.498000000000005	
176	Pirojpur 6 km	LRP060	Km Post	22.5401941	89.9882497	R870	59.26	
177	Box Culvert	LRP060a	Culvert	22.540833	89.9879719	R870	59.333999999999996	
178	Box Culvert	LRP060b	Culvert	22.546444100000002	89.9836108	R870	60.115	
179	Pirojpur 5 km	LRP061	Km Post	22.5473052	89.9826382	R870	60.26	
180	R.C.C Bridge start	LRP061a	Bridge	22.548221899999998	89.98091600000001	R870	60.498000000000005	
181	R.C.C Bridge end	LRP061b	Bridge	22.5489997	89.9807771	R870	60.532	
182	Pirojpur 4 km	LRP062	Km Post	22.554305600000003	89.9766104	R870	61.26	
183	Bridge start	LRP062a	Bridge	22.556222199999997	89.97494379999999	R870	61.535	
184	Bridge end	LRP062b	Bridge	22.5563056	89.9748882	R870	61.55	
185	Box Culvert	LRP062c	Culvert	22.5574722	89.97322159999999	R870	61.76	
186	Pirojpur 3 km	LRP063	Km Post	22.5618611	89.97222159999998	R870	62.26	
187	Box Culvert	LRP063a	Culvert	22.562222199999997	89.9721104	R870	62.295	
188	Bridge start	LRP063b	Bridge	22.5656111	89.9713049	R870	62.687	
189	Bridge end	LRP063c	Bridge	22.5657222	89.9713049	R870	62.7	
190	Pirojpur 2 km	LRP064	Km Post	22.568166	89.9716104	R870	62.972	
191	R770	LRP064a	Cross Road	22.5706938	89.9714993	R870	63.257	
192	Box Culvert	LRP064b	Culvert	22.5748604	89.9725827	R870	63.733999999999995	
193	Km post missing	LRP065	Km Post	22.5770549	89.97272159999999	R870	63.972	
194	Box Culvert	LRP065a	Culvert	22.5790827	89.9728882	R870	64.192	
195	End at Patherhat more Infront of Masum Bread & Beside Mike Farmacy and Crosing Z7709 Pirojpur.	LRPE	Others	22.579499300000002	89.972916	R870	64.252	
0	Start at Road Patuakhali Chow -Raster more Near Power Station End Point of N-8,Patuakhali.	LRPS	Others	22.359611100000002	90.3184716	R880	0.0	
1	Kuakata 70 km,Barguna 41 km	LRP001	Km Post	22.3574444	90.31822159999999	R880	0.24	
2	Box culvert	LRP001a	Culvert	22.349444100000003	90.3172216	R880	0.907	
3	Kuakata 69 km,Amtali 26 km	LRP002	Km Post	22.3484997	90.3171104	R880	1.24	
4	Box culvert	LRP002a	Culvert	22.340138600000003	90.31749930000001	R880	2.19	
5	Kuakata 68 km,Amtali 25 km	LRP003	Km Post	22.3397497	90.3177493	R880	2.238	
6	R.C.C bridge start	LRP003a	Bridge	22.3381663	90.31830490000002	R880	2.421	
7	R.C.C Bridge end	LRP003b	Bridge	22.338082999999997	90.3183327	R880	2.436	
8	Box Culvert	LRP003c	Culvert	22.3364997	90.31897159999998	R880	2.622	
9	Kuakta 67 km Khepupara 44 km	LRP004	Km Post	22.331166	90.320916	R880	3.253	
10	Box Culvert	LRP004a	Culvert	22.328416	90.321916	R880	3.577	
11	Kuakata 66 km Khepupara 43 km	LRP005	Km Post	22.3227771	90.3242493	R880	4.253	
12	Kuakata 65 km Barguna 36 km	LRP006	Km Post	22.314166699999998	90.3252771	R880	5.252999999999999	
13	Box Culvert	LRP006a	Culvert	22.3137778	90.3252493	R880	5.297000000000001	
14	Box Culvert	LRP006b	Culvert	22.3072778	90.32474930000001	R880	6.013999999999999	
15	Kuakata 64 km Barguna 35 km	LRP007	Km Post	22.30525	90.32458270000001	R880	6.247000000000001	
16	Kuakata 63 km Amtoli 22 km	LRP008	Km Post	22.296277399999997	90.3248327	R880	7.252999999999999	
17	Box Culvert	LRP008a	Culvert	22.290083	90.3253049	R880	7.941	
18	Kuakata 62 km Amtoli 21 km	LRP009	Km Post	22.2872497	90.3251938	R880	8.263	
19	Box Culvert	LRP009a	Culvert	22.283082699999998	90.324916	R880	8.727	
20	Kuakata 61 km Khepupa 238 km	LRP010	Km Post	22.278221600000002	90.32472159999999	R880	9.263	
21	Box Culvert	LRP010a	Culvert	22.277499300000002	90.32469379999999	R880	9.343	
22	Box Culvert	LRP010b	Culvert	22.2728327	90.3244438	R880	9.855	
23	Kuakata 60 km Khepupara 37 km	LRP011	Km Post	22.2692216	90.3244716	R880	10.257	
24	Kuakata 59 km Barguna 30 km	LRP012	Km Post	22.26025	90.32552709999999	R880	11.267000000000001	
25	R.c.c Bridge start	LRP012a	Bridge	22.2578333	90.32555490000001	R880	11.537	
26	R.C.C Bridge end	LRP012b	Bridge	22.257666699999998	90.32586040000001	R880	11.555	
27	Z 8804 Golachipa road	LRP012c	Side Road, Left	22.254666699999998	90.3261382	R880	11.862	
28	Kuakata 58 km Bargana 29 km	LRP013	Km Post	22.2515833	90.3244716	R880	12.267000000000001	
29	Box Culvert	LRP013a	Culvert	22.250999999999998	90.3241938	R880	12.339	
30	Box Culvert	LRP013b	Culvert	22.248221899999997	90.322666	R880	13.184000000000001	
31	Box Culvert	LRP013c	Culvert	22.245388600000002	90.3183604	R880	13.735999999999999	
32	Kuakata 57 km Amtoli 16 km	LRP014	Km Post	22.2451663	90.3180549	R880	13.767000000000001	
33	R.C.C Bridge start	LRP014a	Bridge	22.2419719	90.3138611	R880	13.827	
34	R.CC Bridge end	LRP014b	Bridge	22.2418608	90.3137778	R880	13.845	
35	Kuakata 56 km Amtoli 15 km	LRP015	Km Post	22.2385552	90.3118333	R880	14.267000000000001	
36	Kuakata 55 km Khepapara 32 km	LRP016	Km Post	22.230277100000002	90.30802779999999	R880	15.267000000000001	
37	Box Culvert	LRP016a	Culvert	22.229971600000002	90.3079167	R880	15.297	
38	Box Culvert	LRP016b	Culvert	22.2221938	90.30525	R880	16.247	
39	Kukata 54 km Khepupara 31 km	LRP017	Km Post	22.222027100000002	90.3049444	R880	16.267	
40	Kuakata 53 km Barguna 24 km	LRP018	Km Post	22.215	90.2989441	R880	17.267	
41	Box Culvert	LRP018a	Culvert	22.2115	90.2956108	R880	17.78	
42	Kuakata 52 km Barguna 23 km	LRP019	Km Post	22.208138899999998	90.2926663	R880	18.267	
43	Box Culvert	LRP019a	Culvert	22.2049167	90.2899997	R880	18.72	
44	Kuakata 51 km Amtoli 10 km	LRP020	Km Post	22.200805600000002	90.2869441	R880	19.258	
45	Box Culvert	LRP020a	Culvert	22.2007778	90.28691629999999	R880	19.272000000000002	
46	Box Culvert	LRP020b	Culvert	22.1988052	90.285333	R880	19.537	
47	Kuakata 50 km Amtoli 9 km	LRP021	Km Post	22.1934719	90.28130490000001	R880	20.258	
48	Khepupara 26 km Kuakata 49 km	LRP022	Km Post	22.185694100000003	90.2763604	R880	21.267	
49	Z 8806 to Galachipa	LRP022a	Side Road, Left	22.183638600000002	90.27486040000001	R880	21.543000000000003	
50	R.C.c Bridge start	LRP022b	Bridge	22.1817771	90.2723327	R880	21.879	
51	R.c.c Bridge end	LRP022c	Bridge	22.1815549	90.27202709999999	R880	21.915	
52	Kuakata 48 km Khepapara 25 km	LRP023	Km Post	22.179499300000003	90.2693882	R880	22.267	
53	Box Culvert	LRP023a	Culvert	22.175860399999998	90.2648889	R880	22.879	
54	Kuakata 47 km Barguna 18 km	LRP024	Km Post	22.1735549	90.2620833	R880	23.267	
