,Unnamed: 0,Road_Name,Link_No,Link_Name,Start LRP,Start Offset,Start_Chainage,End LRP,End Offset,End_Chainage,Link_Length,Economic_Traffic,No_Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic,Total_A,Total_B,Total_C,Total_D,segment_vulnerability,segment_vulnerability_length
733,803,R547,R547-5,Saraigachhi (Int.with Z5456)-Adda Bazar(int.with Z6812),LRP068,695,68.945,LRP088,420,88.77,19.825,15861,1.0307692309999998,0.0,369.62686569999994,384.1791045,60.14925373,231.8656716,128.0597015,39.7761194,44.62686567,323.0597015,1120.522388,593.7313432999999,400.67164180000003,0.0,2701.865672,994.4029851,3696.268657,19,0,0,0,0.09500000000000001,
734,804,R547,R547-6,Adda Bazar(int.with Z6812)-Rohonpur(int.with Z6802),LRP088,420,88.77,LRP100,585,100.985,12.215,15861,1.683995088,0.0,226.24769080000002,235.15508019999996,36.81720953,141.92440449999998,78.38502674,24.34686437,27.31599417,197.7440447,685.868984,363.42148760000003,245.25012149999998,0.0,1653.805299,608.6716091,2262.4769079999996,14,3,1,0,0.16625,
735,805,R548,R548-1,Naogaon (Kathaltala More)int.with R545-Atrai(int.with Z5469),LRPS,0,0.0,LRP027,980,28.08,28.08,3732,1.16488604,0.0,72.11005809,87.56221339,1.716906145,9.442983797,30.90431061,33.47966983,11.15988994,1350.346683,932.2800367000001,629.2461021,302.1754815,0.0,2529.002751,931.4215836000001,3460.424335,10,0,9,1,0.6225,
736,806,R548,R548-2,Atrai(int.with Z5469)-Int.with Z5210,LRP027,980,28.08,LRP027,12885,39.985,11.905,3732,1.2364552709999999,0.0,67.93614129999999,82.49388587,1.6175271740000001,8.896399457000001,29.11548913,31.54177989,10.51392663,1272.185122,878.3172553999999,592.8237092,284.68478260000006,0.0,2382.617527,877.5084918,3260.1260190000003,2,0,0,0,0.010000000000000002,
737,807,R549,R549-1,Badalgachhi (int.with R547)-Joypurhat (Khanjanpur) Int.with R545,LRPS,0,0.0,LRP019,1065,20.29,20.29,3134,1.6451207490000002,0.607858117,38.90291946,57.13866295,0.0,58.35437918,8.510013631,1.215716233,3.039290583,432.18712080000006,271.10472000000004,384.1663296,242.53538849999998,0.0,871.060681,626.7017181,1497.762399,5,2,14,9,2.0275000000000003,
738,808,R550,R550-1,Mokamtala(int.with N5)-Amtoli(Int.with Z5507),LRPS,0,0.0,LRP004,1446,5.476,5.476,34301,2.073046019,4.341437632,373.8460183,441.8618746,70.42776603,83.93446089,105.641649,99.37068358,109.98308670000002,474.18146579999996,537.3735025000001,291.84108530000003,379.63460180000004,0.0,2300.961945,671.4756871000001,2972.437632,0,1,3,1,0.30375,
739,809,R550,R550-2,Amtoli(Int.with Z5507)-Kalai(Int.with Z5509),LRP004,1446,5.476,LRP024,20,24.06,18.584,34301,2.0,4.5,387.5,458.0,73.0,87.0,109.5,103.0,114.0,491.5,557.0,302.5,393.5,0.0,2385.0,696.0,3081.0,1,0,19,7,1.9225000000000003,
740,810,R550,R550-4,Bottali(Int.with Z5501)-Hitchmi Bazar(Int.with Z5504),LRP028,580,24.06,LRP032,250,32.22,3.59,34301,2.0,4.5,387.5,458.0,73.0,87.0,109.5,103.0,114.0,491.5,557.0,302.5,393.5,0.0,2385.0,696.0,3081.0,0,2,0,6,0.9025000000000001,
741,811,R550,R550-5,Hitchmi Bazar(Int.with Z5504)-Pachur more (int.with R545 & Z5503),LRP032,250,32.22,LRP036,900,36.84,4.62,34301,2.045454545,4.4,378.8888889,447.8222222,71.37777778,85.06666667,107.06666670000001,100.7111111,111.46666670000002,480.5777778,544.6222222,295.77777779999997,384.75555560000004,0.0,2332.0,680.5333333,3012.533333,0,3,0,0,0.04875,
742,812,R555,R555-1,Palashbari(int.with N5)-Shaplamill (Int.with Z5558),LRPS,0,0.0,LRP016,1126,16.9,16.9,12848,2.0,10.5,157.0,136.5,212.5,120.5,95.0,95.0,80.0,690.5,1119.0,1035.5,1151.0,0.0,2716.5,2186.5,4903.0,6,5,1,1,0.3037500000000001,
743,813,R555,R555-2,Shaplamill (Int.with Z5558)-Gaibandha (Int.with Z5553),LRP016,1126,16.9,LRP016,4183,19.957,3.057,12848,2.0,10.5,157.0,136.5,212.5,120.5,95.0,95.0,80.0,690.5,1119.0,1035.5,1151.0,0.0,2716.5,2186.5,4903.0,0,1,0,0,0.01625,
744,814,R556,R556-1,Mithapukur-Madhayapara (Int.with R557),LRPS,0,0.0,LRP023,900,23.241,23.241,10838,2.993545889,34.741408299999996,66.14229658,57.79099651,6.012936053,18.03880816,19.70906817,25.38795222,7.683196067000001,110.90526499999999,364.1166832,481.70298820000005,235.17261009999999,0.334052003,710.5286102000001,717.2096502999999,1427.738261,37,0,0,0,0.18500000000000003,
745,815,R556,R556-2,Madhayapara (Int.with R557)-Int.with Z5561,LRP023,900,23.241,LRP025,690,24.771,1.53,10838,2.679738562,38.8097561,73.88780488,64.55853659,6.717073171,20.15121951,22.01707317,28.36097561,8.582926829,123.89268290000001,406.75609760000003,538.1121951,262.7121951,0.373170732,793.7341462999999,801.1975610000001,1594.931707,4,0,0,0,0.020000000000000004,
746,816,R556,R556-4,Maheshpur (Int.with R558)-Fulbari (int.with R585),LRP033,550,24.771,LRPE,0,35.131,2.491,10838,2.0,52.0,99.0,86.5,9.0,27.0,29.5,38.0,11.5,166.0,545.0,721.0,352.0,0.5,1063.5,1073.5,2137.0,9,6,0,0,0.14250000000000002,
747,817,R557,R557-1,Madhayapara-Badarganj,LRPS,0,0.0,LRP013,3,12.943,12.943,6178,2.002549641,6.991087619,54.92997415,93.88031946,3.994907211,1.4980902040000001,51.93379374,41.94652571,41.94652571,296.6218604,417.4678035,414.97098650000004,284.6371388,0.0,1011.2108880000001,699.6081253,1710.8190129999998,21,0,3,0,0.24750000000000005,
748,818,R558,R558-1,Maheshpur(int.with R556)- Barapukuria,LRPS,0,0.0,LRP005,600,5.08,5.08,6530,2.0,3.0,103.0,37.5,1.5,9.0,77.5,8.0,30.5,48.5,321.5,251.0,101.0,0.0,640.0,352.0,992.0,17,1,0,0,0.10125000000000002,
749,819,R560,R560-1,Paglapir(Int.with N5) -Monthanarhat(int.with Z5018),LRPS,0,0.0,LRP012,50,11.69,11.69,55336,2.0,39.0,762.0,465.5,57.0,64.0,162.0,44.0,45.0,848.5,982.5,577.0,660.0,0.0,3469.5,1237.0,4706.5,0,0,0,0,0.0,
750,820,R560,R560-2,Monthanarhat(int.with Z5018)-Jaldhaka (int.with Z5703),LRP012,50,11.69,LRP029,1060,29.16,17.47,55336,2.0,39.0,762.0,465.5,57.0,64.0,162.0,44.0,45.0,848.5,982.5,577.0,660.0,0.0,3469.5,1237.0,4706.5,0,0,0,0,0.0,
751,821,R570,R570-1,Sayedpur (WAPDA More)-Darwani(int.with Z5008),LRPS,0,0.0,LRP010,650,9.735,9.735,21260,2.005136107,4.987192623,303.2213115,179.53893440000002,48.37576844,54.36039959,60.34503074,80.79252049,42.3911373,589.486168,1058.282275,1600.3901130000002,657.3119877,0.0,2421.780738,2257.7021,4679.482838,4,0,1,0,0.0675,
752,822,R570,R570-2,Darwani(int.with Z5008)-Int.with Z5709,LRP010,650,9.735,LRP014,105,13.21,3.475,21260,2.0,5.0,304.0,180.0,48.5,54.5,60.5,81.0,42.5,591.0,1061.0,1604.5,659.0,0.0,2428.0,2263.5,4691.5,3,1,0,0,0.03125,
753,823,R585,R585-1,Gobindaganj-Kata(Int.with Z5855),LRPS,0,0.0,LRP004,1675,4.675,4.675,69339,2.0,92.0,841.5,679.5,79.5,139.5,71.0,21.0,69.0,712.0,551.5,304.0,419.5,0.5,3256.5,724.0,3980.5,5,0,1,2,0.36250000000000004,
754,824,R585,R585-2,Kata(Int.with Z5855)-Goraghat bazar (Int.with Z5852),LRP004,1675,4.675,LRP016,820,16.01,11.335,27175,1.7850904280000002,27.4495898,511.4586834,100.8352278,88.51092221,70.02446377,53.21859247,24.08841554,35.85252545,222.95789269999997,707.527182,862.141198,780.91282,0.0,1841.923495,1643.054018,3484.9775130000003,5,0,0,0,0.025000000000000005,
755,825,R585,R585-4,Goraghat (Int.with Z5856)-Bhaduria(Int.with Z5851),LRP021,159,16.01,LRP035,555,34.505,14.376,27175,1.5,32.66666667,608.6666667000001,120.0,105.33333329999999,83.33333333,63.33333333,28.66666667,42.66666667,265.3333333,842.0,1026.0,929.3333332999998,0.0,2192.0,1955.3333329999998,4147.333333,15,3,1,0,0.17125,
756,826,R585,R585-5,Bhaduria(Int.with Z5851)-Bejon(Int.with Z5864),LRP035,555,34.505,LRP050,895,49.915,15.41,27175,1.5,32.66666667,608.6666667000001,120.0,105.33333329999999,83.33333333,63.33333333,28.66666667,42.66666667,265.3333333,842.0,1026.0,929.3333332999998,0.0,2192.0,1955.3333329999998,4147.333333,16,1,1,0,0.14375000000000002,
757,827,R585,R585-6,Bejon(Int.with Z5864)-Birampur(Int.with Z5851),LRP050,895,49.915,LRP054,442,53.542,3.627,48820,1.5,132.0,896.0,386.6666667,373.3333333,393.3333333,236.0,204.0,166.0,368.6666667,942.6666667000002,480.66666669999995,264.6666667,1.333333333,4098.666667,746.6666667000001,4845.333333,5,1,0,0,0.04125000000000001,
758,828,R585,R585-7,Birampur(Int.with Z5851)-Fulbari Trimohoni(Int.with R556),LRP054,442,53.542,LRP066,1200,66.22,12.677999999999999,48820,1.639611926,120.76028290000002,819.7061625,353.74224269999996,341.54423439999994,359.84124689999993,215.90474819999997,186.6295281,151.8652042,337.27493139999996,862.3991917999999,439.7382018,242.1304662,1.219800837,3749.6677729999997,683.0884687999999,4432.756242,6,8,4,0,0.35000000000000003,
759,829,R585,R585-8,Fulbari Trimohoni(Int.with R556)-Fulbari (Int.with Z5857),LRP066,1200,66.22,LRP069,430,68.48,2.26,25500,2.0,40.5,335.0,197.5,74.5,192.5,51.5,21.5,60.0,139.0,524.5,199.0,136.0,0.0,1636.5,335.0,1971.5,2,0,1,0,0.05750000000000001,
760,830,R585,R585-9,Fulbari (Int.with Z5857)-Amtali(Int.with Z5804),LRP069,430,68.48,LRP087,1792,87.75200000000001,19.272000000000002,25500,2.0,40.5,335.0,197.5,74.5,192.5,51.5,21.5,60.0,139.0,524.5,199.0,136.0,0.0,1636.5,335.0,1971.5,18,7,2,0,0.29875000000000007,
761,831,R585,R585-10,Amtali(Int.with Z5804)-Dinajpur (Fulbari Bus Stand)Int.with R556,LRP087,1792,87.75200000000001,LRP107,44,105.624,17.872,25500,2.020367055,40.09172483,331.6229091,195.5090285,73.7489753,190.55943280000002,50.98083527,21.28326133,59.39514789,137.5987593,519.2125844999999,196.9939072,134.62900190000002,0.0,1620.002659,331.6229091,1951.625568,8,2,1,0,0.12000000000000002,
762,832,R585,R585-11,Dinajpur (Fulbari Bus Stand)Int.with R556-Dinajpur (Hospital More),LRP107,44,105.624,LRP107,1150,106.73,1.1059999999999999,5686,2.0958408680000002,0.0,71.57031924,57.73339085,0.0,45.32786885,38.17083693,12.88265746,41.51078516,1105.5228650000001,1182.341674,883.1777394,854.5496117,0.0,2555.0603969999997,1737.7273510000002,4292.787748,1,0,0,0,0.005000000000000001,
763,833,R586,R586-1,Fulbari Bus Stand-Kumarpara (Int.with Z5025),LRPS,0,0.0,LRPS,1160,1.16,1.16,33663,2.051724138,77.00840336,438.16806720000005,196.42016809999998,128.6722689,129.1596639,138.42016809999998,47.76470588,79.44537815,745.7142857000001,755.9495797999999,616.5546218,650.6722689,0.0,2736.722689,1267.226891,4003.9495799999995,0,0,0,0,0.0,
764,834,R586,R586-2,Kumarpara (Int.with Z5025)-Govt.College More,LRPS,1160,1.16,LRPE,0,3.266,2.106,33663,2.056980057,76.81163435,437.0484765,195.9182825,128.34349029999998,128.8296399,138.066482,47.64265928,79.24238227,743.8088642999999,754.0180055,614.9792244,649.0096953,0.0,2729.729917,1263.98892,3993.718837,2,0,0,0,0.010000000000000002,
765,835,R587,R587-1,Bus Stand-Thakurgaon BISIC more (Int.with Z5059),LRPS,0,0.0,LRP003,650,3.65,3.65,26704,3.1027397260000003,63.81456954,204.9801325,97.97792494,54.14569536,132.1412804,89.27593819,87.01986755,78.96247241,1377.81457,1416.490066,1283.704194,1878.9845469999998,0.0,3602.6225170000002,3162.6887420000003,6765.311258,5,1,0,0,0.04125000000000001,
766,836,R587,R587-2,Thakurgaon BISIC more (Int.with Z5059)-Thakurgaon Railway-station,LRP003,650,3.65,LRPE,0,6.14,2.49,26704,2.0,99.0,318.0,152.0,84.0,205.0,138.5,135.0,122.5,2137.5,2197.5,1991.5,2915.0,0.0,5589.0,4906.5,10495.5,4,0,1,0,0.0675,
767,837,R601,R601-1,Pabna-Sujanagar (int.with Z6030),LRPS,0,0.0,LRP019,204,18.384,18.384,8232,2.001359878,3.997282092,91.93748811,105.9279754,0.0,35.97553883,30.97893621,8.494224445,8.993884706000001,694.5277633999999,494.66365880000006,486.66909469999996,533.6371592,5.496262876,1475.496752,1025.802517,2501.299269,5,4,1,4,0.7175,
768,838,R601,R601-2,Sujanagar (int.with Z6030)-Nazirganj (int.with R602),LRP019,204,18.384,LRP037,748,36.928000000000004,18.544,8232,2.0,4.0,92.0,106.0,0.0,36.0,31.0,8.5,9.0,695.0,495.0,487.0,534.0,5.5,1476.5,1026.5,2503.0,0,0,0,0,0.0,
769,839,R602,R602-1,Nazirganj-Nazirganj Ferry Gaht,LRPS,0,0.0,LRPS,1415,1.415,1.415,2641,2.070671378,0.0,35.25426621,24.62969283,4.829351536,1.4488054609999999,11.59044369,0.965870307,1.4488054609999999,207.1791809,226.496587,258.37030719999996,399.387372,0.0,513.8430034,657.7576792,1171.6006830000001,3,0,0,0,0.015000000000000003,
770,840,R603,R603-1,Pabna-Paksey (Int.with N704),LRPS,0,0.0,LRP022,769,21.921999999999997,21.921999999999997,3700,2.0054283369999997,0.498646589,50.8619521,34.90526124,0.498646589,17.95127721,19.94586357,13.46345791,6.482405658999999,827.753338,613.8339513,564.9665855000001,151.58856310000002,0.498646589,1586.1948,717.0537952000001,2303.248595,4,3,3,0,0.21125000000000002,
771,841,R603,R603-2,Paksey (Int.with N704)-Paksey (EPZ),LRP022,769,21.921999999999997,LRPE,0,25.795,3.873,3700,2.038987865,0.49043940700000005,50.02481955,34.33075852,0.49043940700000005,17.65581867,19.61757629,13.241864000000001,6.375712296000001,814.1294162,603.7309105,555.6678486000001,149.09357980000001,0.49043940700000005,1560.087755,705.2518677999999,2265.339623,1,2,0,0,0.037500000000000006,
772,842,R604,R604-1,Tebunia-Chatmohor (Int.with Z6021),LRPS,0,0.0,LRP019,628,18.624000000000002,18.624000000000002,6560,2.0,0.5,89.0,65.0,3.0,46.0,26.5,11.0,11.0,1151.0,344.5,138.5,98.0,0.0,1747.5,236.5,1984.0,11,1,3,0,0.21375000000000002,
773,843,R604,R604-2,Chatmohor (Int.with Z6021)-Int.with Z6029,LRP019,628,18.624000000000002,LRP019,2308,20.304000000000002,1.68,6560,2.0,0.5,89.0,65.0,3.0,46.0,26.5,11.0,11.0,1151.0,344.5,138.5,98.0,0.0,1747.5,236.5,1984.0,3,0,0,0,0.015000000000000003,
774,844,R604,R604-4,Chatmohor (Int.with Z5209)-Hamkuria (Int.with N507),LRP019,4038,20.304000000000002,LRPE,0,40.58,18.546,6560,2.0,0.5,89.0,65.0,3.0,46.0,26.5,11.0,11.0,1151.0,344.5,138.5,98.0,0.0,1747.5,236.5,1984.0,2,0,2,0,0.10500000000000001,
775,845,R605,R605-1,Sujangar-Lalan Shah Bridge,LRPS,0,0.0,LRPS,42650,42.65,42.65,6560,2.0003751469999997,0.49990623100000003,88.98330911,64.98781002,2.9994373860000003,45.99137325,26.49503024,10.99793708,10.99793708,1150.784144,344.43539310000006,138.474026,97.98162127,0.0,1747.172277,236.45564720000002,1983.627924,0,0,0,0,0.0,
776,846,R681,R681-1,Bijoynagar-Uzanpara(Matikata),LRPS,0,0.0,LRPS,13230,13.23,13.23,4827,2.0,10.0,45.5,61.0,23.5,23.0,12.0,10.0,10.5,425.5,232.5,320.0,104.0,0.0,853.5,424.0,1277.5,5,0,3,1,0.3125,
777,848,R685,R685-1,Rajshahi (Bindur More)-Aam Chattar(Int.with N603),LRPS,0,0.0,LRP004a,0,3.995,3.995,20174,2.558197747,4.299902153000001,207.95890409999998,159.87818000000001,155.9691781,157.9236791,191.54109590000002,112.97015659999998,131.7333659,1609.727006,1056.212329,1074.9755380000001,704.4021526,0.0,3788.213796,1779.377691,5567.591487,4,0,0,0,0.020000000000000004,
778,849,R685,R685-2,Aam Chattar(Int.with N603)-Mohonpur (Int.with Z6851),LRP004a,0,3.995,LRP021,365,21.42,17.425,20174,2.0,5.5,266.0,204.5,199.5,202.0,245.0,144.5,168.5,2059.0,1351.0,1375.0,901.0,0.0,4845.5,2276.0,7121.5,19,3,4,0,0.33375000000000005,
779,850,R685,R685-4,"Mohonpur, Sahipara(Int.with Z6853)-Manda (Int.with Z6852)",LRP024,1000,21.42,LRP049,210,48.535,24.415,15946,2.006962933,2.989591837,226.21244900000002,137.52122450000002,128.0541837,101.1478571,84.20683673,139.0160204,74.73979592,531.1508163,550.0848980000001,147.48653059999998,106.62877549999999,0.0,1975.123673,254.11530609999997,2229.23898,24,8,6,0,0.535,
780,851,R685,R685-5,Manda (Int.with Z6852)-Chowmasia(int.with R545),LRP049,210,48.535,LRPE,0,66.42,17.885,15946,2.002795639,2.995812395,226.68313790000002,137.80737019999998,128.32063090000003,101.3583194,84.38204913,139.3052764,74.89530988,532.2560022,551.2294807,147.7934115,106.85064209999999,0.0,1979.233389,254.64405359999998,2233.877443,13,1,2,0,0.17625000000000002,
781,852,R710,R710-1,Ahaladipur-Rajbari (Int.with Z7102),LRPS,0,0.0,LRP011,155,11.045,11.045,12436,2.0228157540000002,4.449243577,184.8907886,87.00742995,41.52627339,99.36643989,83.05254677,15.32517232,86.01870916,604.1084057,427.6217438,122.1070182,206.14828569999997,0.0,1633.366753,328.2553039,1961.622057,4,2,1,0,0.1,
782,853,R710,R710-2,Rajbari (Int.with Z7102)-Bagmara (int.with R711),LRP011,155,11.045,LRP014,375,14.175,3.13,12436,2.0,4.5,187.0,88.0,42.0,100.5,84.0,15.5,87.0,611.0,432.5,123.5,208.5,0.0,1652.0,332.0,1984.0,1,1,0,0,0.02125,
783,854,R710,R710-4,Tottipur(int.with R712)-Khoksha(Int.with Z7105),LRP042,740,14.175,LRP047,850,47.65,5.14,24759,2.0,5.5,298.5,297.0,111.5,103.0,79.5,62.5,69.5,813.5,723.5,472.0,393.5,0.0,2564.0,865.5,3429.5,16,7,2,0,0.28875000000000006,
784,855,R710,R710-5,Khoksha(Int.with Z7105)-Charaikhal(Int.with R713),LRP047,850,47.65,LRP063,520,63.55,15.9,24759,2.0,5.5,298.5,297.0,111.5,103.0,79.5,62.5,69.5,813.5,723.5,472.0,393.5,0.0,2564.0,865.5,3429.5,11,2,2,0,0.18250000000000002,
785,856,R710,R710-6,Charaikhal(Int.with R713)-Kushtia (Chourhash)int.with N704,LRP063,520,63.55,LRPE,0,73.11,9.56,24759,2.006119247,5.483223401,297.58948819999995,296.0940637,111.15989259999999,102.68582009999999,79.25750189,62.30935683,69.2880048,811.0185885,721.2931147,470.56026280000003,392.2997106,0.0,2556.179055,862.8599734,3419.039028,3,1,0,1,0.17625000000000002,
786,857,R711,R711-1,Bagmara(Int.with R710)-Joukura Ferryghat,LRPS,0,0.0,LRPS,6480,6.48,6.48,38794,1.5077160490000001,21.22415558,600.9089048,629.4288638999999,38.46878199,47.75435005,37.80552712,35.15250768,35.15250768,685.8055271000001,341.5762538,162.49744109999997,342.2395087,0.0,2473.27738,504.7369498,2978.01433,1,1,0,1,0.16625,
787,858,R712,R712-1,Tottipur-Machpara,LRPS,0,0.0,LRP001,1965,2.22,2.22,2418,1.0022522520000001,3.9910112360000003,41.90561798,77.8247191,4.988764045,4.988764045,7.982022472000001,6.984269662999999,89.79775281,964.8269662999999,745.3213483,733.3483146000001,578.6966292000001,0.0,1948.611236,1312.044944,3260.65618,1,0,1,0,0.052500000000000005,
788,859,R713,R713-1,Alauddin Ali more(int.with R710)-Shelaidah,LRPS,0,0.0,LRP004,1435,5.435,5.435,2033,1.969917203,0.0,20.81305749,31.98103956,0.0,0.0,0.0,0.0,0.0,446.2116471,420.82986969999996,281.7377294,280.7224583,0.0,919.8356139,562.4601877,1482.2958019999999,2,1,2,0,0.12125000000000002,
789,860,R720,R720-1,Magura (int.with N7)-Narail(int.with N806),LRPS,0,0.0,LRP046,1005,47.01,47.01,1778,1.961550734,0.0,25.4900366,16.82342416,7.64701098,40.78405856,41.29385929,27.019438800000003,21.92143148,360.42911749999996,296.704026,361.95851969999995,377.76234239999997,0.0,838.1124034,739.7208621,1577.833266,36,0,10,0,0.6550000000000001,
790,862,R745,R745-1,Kushtia (Trimohoni)-Mirpur Bus stand(int.with Z7451),LRPS,0,0.0,LRP011,140,9.906,9.906,10295,2.012921462,4.47111334,127.6751254,111.7778335,75.51213641,63.09237713,51.6661986,4.47111334,17.38766299,644.8339017000001,945.3920762,952.3471413999999,485.3641926,0.0,2046.279539,1437.711334,3483.9908729999997,7,4,2,1,0.34,
791,863,R745,R745-2,Mirpur Bus stand(int.with Z7451)-Sadarpur (int.with Z7465),LRP011,140,9.906,LRP020,40,18.809,8.902999999999999,10295,2.0,4.5,128.5,112.5,76.0,63.5,52.0,4.5,17.5,649.0,951.5,958.5,488.5,0.0,2059.5,1447.0,3506.5,8,2,3,1,0.36000000000000004,
792,864,R745,R745-4,Bamundi (int.with Z7456)-Gangni(int.with Z7452),LRP030,1080,18.809,LRP041,775,40.569,10.7,10295,2.0,4.5,128.5,112.5,76.0,63.5,52.0,4.5,17.5,649.0,951.5,958.5,488.5,0.0,2059.5,1447.0,3506.5,10,0,8,0,0.43000000000000005,
793,865,R745,R745-5,Gangni(int.with Z7452)-Int.with Z7467,LRP041,775,40.569,LRP049,838,48.623000000000005,8.054,10295,2.0,4.5,128.5,112.5,76.0,63.5,52.0,4.5,17.5,649.0,951.5,958.5,488.5,0.0,2059.5,1447.0,3506.5,8,0,1,1,0.23250000000000004,
794,866,R745,R745-6,Int.with Z7467-Meherpur(int.with R746),LRP049,838,48.623000000000005,LRP054,970,53.74,5.117,10295,2.0,4.5,128.5,112.5,76.0,63.5,52.0,4.5,17.5,649.0,951.5,958.5,488.5,0.0,2059.5,1447.0,3506.5,3,2,0,0,0.0475,
795,867,R745,R745-7,Meherpur(int.with R746)-Chuadanga(int.with R748),LRP054,970,53.74,LRP079,1870,79.325,25.585,10295,2.0,4.5,128.5,112.5,76.0,63.5,52.0,4.5,17.5,649.0,951.5,958.5,488.5,0.0,2059.5,1447.0,3506.5,22,3,2,1,0.39875000000000005,
796,868,R745,R745-8,Chuadanga(int.with R748)-Chuadanga(int.with R747),LRP079,1870,79.325,LRP079,2915,80.37,1.045,10295,3.598086124,2.501329787,71.4268617,62.53324468,42.24468085,35.29654255,28.90425532,2.501329787,9.727393617,360.7473404,528.8922871999999,532.7832447,271.53324469999995,0.0,1144.775266,804.3164893999999,1949.0917550000001,0,0,1,0,0.04750000000000001,
797,869,R745,R745-9,Chuadanga(int.with R747)-Dakbanglow Bazar(int.with Z7460),LRP079,2915,80.37,LRP103,250,101.975,21.605,10295,2.034529044,4.423628174,126.3191601,110.59070430000001,74.71016471,62.42230867,51.11748112,4.423628174,17.20299845,637.9854855000001,935.3516016000001,942.232801,480.209414,0.0,2024.547161,1422.442215,3446.989376,12,0,1,0,0.10750000000000001,
798,870,R745,R745-10,Dakbanglow Bazar(int.with Z7460)-DC Office(int.with Z7457),LRP103,250,101.975,LRP116,159,114.975,13.0,10295,2.0,4.5,128.5,112.5,76.0,63.5,52.0,4.5,17.5,649.0,951.5,958.5,488.5,0.0,2059.5,1447.0,3506.5,6,6,0,0,0.1275,
799,871,R745,R745-11,DC Office(int.with Z7457)-Int.with N712,LRP116,159,114.975,LRP116,1202,116.01799999999999,1.043,7927,2.0,2.0,115.5,63.5,53.0,42.0,28.0,13.5,17.5,479.0,469.5,313.5,239.0,0.0,1283.5,552.5,1836.0,0,0,0,0,0.0,
800,872,R745,R745-12,Int.with N712-Jhinaidah(int.with N703) (Left),LRP116,1202,116.01799999999999,LRPE,0,116.818,0.8,7927,3.0,1.333333333,77.0,42.33333333,35.33333333,28.0,18.66666667,9.0,11.66666667,319.3333333,313.0,209.0,159.33333330000002,0.0,855.6666667000002,368.3333333,1224.0,0,0,0,0,0.0,
801,874,R746,R746-1,Meherpur(College More) int.with R745- Muaibnagar(int.with R749),LRPS,0,0.0,LRP013,960,13.84,13.84,10295,2.4068641619999998,3.739305335,106.7779412,93.48263336,63.15271232,52.76575305,43.20975053,3.739305335,14.54174297,539.2909248999999,790.6553391,796.4720363,405.922368,0.0,1711.355408,1202.394404,2913.749812,14,2,1,0,0.15000000000000002,
802,875,R746,R746-2,Muaibnagar(int.with R749)-Mujibnagar Srimity Shoudha,LRP013,960,13.84,LRPE,0,15.636,1.796,10295,3.0,3.0,85.66666667,75.0,50.66666667,42.33333333,34.66666667,3.0,11.66666667,432.66666669999995,634.3333332999999,639.0,325.6666667,0.0,1373.0,964.6666667000002,2337.666667,0,0,0,0,0.0,
803,876,R747,R747-1,Bottoli-Halsha Rail Bazar(int.with Z7465),LRPS,0,0.0,LRP013,1365,13.374,13.374,7223,1.967474204,2.033063505,101.1449094,67.59936153,27.44635731,85.3886672,32.52901608,13.72317866,21.3471668,563.6668567,473.1955307,362.39356969999994,467.60460610000007,0.0,1388.074108,829.9981757999999,2218.072284,7,0,7,1,0.5125000000000001,
804,877,R747,R747-2,Halsha Rail Bazar(int.with Z7465)-Alamdanga(int.with Z7456),LRP013,1365,13.374,LRP024,2037,25.265,11.890999999999998,7223,2.0,2.0,99.5,66.5,27.0,84.0,32.0,13.5,21.0,554.5,465.5,356.5,460.0,0.0,1365.5,816.5,2182.0,0,0,0,0,0.0,
805,878,R748,R748-1,Chuadanga-Darsana(int.with R749),LRPS,0,0.0,LRP018,340,18.375,18.375,10295,1.804489796,4.987559376,142.4225288,124.68898440000001,84.23433612,70.38000452,57.63401945,4.987559376,19.39606424,719.3168966,1054.591721,1062.350147,541.4272789,0.0,2282.639674,1603.7774259999999,3886.4171,6,0,0,0,0.030000000000000006,
806,879,R748,R748-2,Darsana(int.with R749)-Khalishpur(int.with Z7023),LRP018,340,18.375,LRP044,533,44.678000000000004,26.303,7927,1.951716534,2.049477949,118.35735159999999,65.07092489,54.31116565,43.03903693,28.69269129,13.83397616,17.93293206,490.8499688,481.11494860000005,321.2556685,244.91261490000002,0.0,1315.2524740000001,566.1682835,1881.420757,9,0,2,0,0.14,
807,880,R748,R748-4,Kotchandpur(int.with Z7024)-Chandpara (int.with Z7489),LRP052,567,44.678000000000004,LRP058,935,58.99,6.348,7927,2.0,2.0,115.5,63.5,53.0,42.0,28.0,13.5,17.5,479.0,469.5,313.5,239.0,0.0,1283.5,552.5,1836.0,6,0,3,0,0.17250000000000001,
808,881,R748,R748-5,Chandpara (int.with Z7489)-Kaliganj,LRP058,935,58.99,LRP065,832,65.882,6.892,7927,1.800493326,2.221613345,128.2981707,70.53622371,58.87275365,46.65388025,31.10258683,14.99589008,19.43911677,532.0763962,521.5237328,348.23789189999997,265.48279469999994,0.0,1425.720364,613.7206866,2039.4410510000002,2,0,2,0,0.10500000000000001,
